BQMall__QP_32_nF_5_SR_32_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComYuv::TComYuv	570	114	285	2	0	26	1	0	26	567	114	233	2.88957688338 %	0.350877192982 %	6.51629072682 %	2.78637770898 %	0.175438596491 %	6.51629072682 %
TEncSearch::~TEncSearch	567	188	154	10	15	1	10	2	0	547	171	153	2.8602860286 %	1.76366843034 %	4.6783625731 %	1.3201320132 %	1.76366843034 %	0.584795321637 %
_dl_sysdep_start	564	140	72	17	21	7	17	19	7	530	100	58	5.79896907216 %	3.01418439716 %	13.2075471698 %	5.5412371134 %	3.01418439716 %	12.2641509434 %
TComOutputBitstream::~TComOutputBitstream	562	154	177	25	6	1	4	0	0	533	148	176	3.58342665174 %	4.44839857651 %	2.11480362538 %	0.447928331467 %	0.711743772242 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<bool>	560	144	152	3	17	0	3	0	0	554	127	152	2.33644859813 %	0.535714285714 %	5.74324324324 %	0.35046728972 %	0.535714285714 %	0.0 %
TEncTop::xGetNewPicBuffer	556	175	180	19	67	20	14	2	0	523	106	160	11.6355653128 %	3.41726618705 %	24.5070422535 %	1.75631174533 %	2.51798561151 %	0.56338028169 %
TEncSbac::~TEncSbac	553	183	253	1	0	4	0	0	1	552	183	248	0.505561172902 %	0.180831826401 %	0.917431192661 %	0.10111223458 %	0.0 %	0.229357798165 %
std::vector<bool,	552	136	160	5	0	0	5	0	0	542	136	160	0.589622641509 %	0.905797101449 %	0.0 %	0.589622641509 %	0.905797101449 %	0.0 %
isinf	546	117	0	0	0	0	0	0	0	546	117	0	0 %	0 %	0 %	0 %	0 %	0 %
TComSlice::checkLeadingPictureRestrictions	544	248	45	29	19	1	16	2	0	499	227	44	5.85424133811 %	5.33088235294 %	6.82593856655 %	2.15053763441 %	2.94117647059 %	0.682593856655 %
str_to_mpn.isra.0	544	127	72	23	4	5	6	1	2	515	122	65	4.3068640646 %	4.22794117647 %	4.52261306533 %	1.21130551817 %	1.10294117647 %	1.50753768844 %
TEncBinCABACCounter::TEncBinCABACCounter	540	144	216	3	0	0	1	0	0	536	144	216	0.333333333333 %	0.555555555556 %	0.0 %	0.111111111111 %	0.185185185185 %	0.0 %
TEncBinCABACCounter::~TEncBinCABACCounter	538	178	250	2	0	1	2	0	0	534	178	249	0.310559006211 %	0.371747211896 %	0.233644859813 %	0.207039337474 %	0.371747211896 %	0.0 %
_IO_un_link	538	161	145	25	14	5	17	6	1	496	141	139	5.21327014218 %	4.6468401487 %	6.2091503268 %	2.84360189573 %	3.15985130112 %	2.28758169935 %
TComRefPicListModification::TComRefPicListModification	535	25	355	8	0	43	8	0	43	519	25	269	5.5737704918 %	1.4953271028 %	11.3157894737 %	5.5737704918 %	1.4953271028 %	11.3157894737 %
TEncGOP::printOutSummary	532	154	158	50	15	3	49	7	2	433	132	153	8.05687203791 %	9.3984962406 %	5.76923076923 %	6.87203791469 %	9.21052631579 %	2.88461538462 %
isnan	528	132	0	17	0	0	12	0	0	499	132	0	0 %	0 %	0 %	0 %	0 %	0 %
calloc	526	155	128	9	6	4	9	0	3	508	149	121	2.34857849197 %	1.71102661597 %	3.53356890459 %	1.48331273177 %	1.71102661597 %	1.06007067138 %
std::vector<TComTile,	520	185	100	55	6	4	22	0	0	443	179	96	8.07453416149 %	10.5769230769 %	3.50877192982 %	2.73291925466 %	4.23076923077 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<int>	512	150	116	4	23	0	4	0	0	504	127	116	3.47043701799 %	0.78125 %	8.64661654135 %	0.514138817481 %	0.78125 %	0.0 %
_IO_link_in	500	150	150	22	8	4	8	0	1	470	142	145	4.25 %	4.4 %	4.0 %	1.125 %	1.6 %	0.333333333333 %
TEncCavlc::codeSPS	498	96	287	20	9	0	20	2	0	458	85	287	3.29171396141 %	4.01606425703 %	2.3498694517 %	2.49716231555 %	4.01606425703 %	0.522193211488 %
WeightPredAnalysis::WeightPredAnalysis	494	2	386	3	0	108	3	0	108	488	2	170	12.5850340136 %	0.607287449393 %	27.8350515464 %	12.5850340136 %	0.607287449393 %	27.8350515464 %
df::program_options_lite::Option<double>::~Option	488	128	128	2	14	0	2	0	0	484	114	128	2.15053763441 %	0.409836065574 %	5.46875 %	0.268817204301 %	0.409836065574 %	0.0 %
call_init.part.0	485	159	142	4	30	0	4	1	0	477	128	142	4.32569974555 %	0.824742268041 %	9.96677740864 %	0.636132315522 %	0.824742268041 %	0.332225913621 %
__libc_csu_init	482	159	210	3	11	2	2	6	0	477	142	208	1.88014101058 %	0.622406639004 %	3.52303523035 %	0.940070505288 %	0.414937759336 %	1.62601626016 %
df::program_options_lite::Option<SMultiValueInput<unsigned	482	158	192	28	2	0	19	0	0	435	156	192	3.60576923077 %	5.80912863071 %	0.571428571429 %	2.28365384615 %	3.94190871369 %	0.0 %
TComPic::destroy	475	145	160	4	27	0	4	3	0	467	115	160	3.97435897436 %	0.842105263158 %	8.85245901639 %	0.897435897436 %	0.842105263158 %	0.983606557377 %
__cxa_finalize	467	145	70	6	4	0	6	4	0	455	137	70	1.46627565982 %	1.28479657388 %	1.86046511628 %	1.46627565982 %	1.28479657388 %	1.86046511628 %
_IO_file_sync@@GLIBC_2.1	462	176	110	16	0	0	6	0	0	440	176	110	2.13903743316 %	3.4632034632 %	0.0 %	0.802139037433 %	1.2987012987 %	0.0 %
_dl_fini	461	174	88	11	35	11	11	30	7	439	109	70	7.88381742739 %	2.38611713666 %	17.5572519084 %	6.63900414938 %	2.38611713666 %	14.1221374046 %
df::program_options_lite::Option<SMultiValueInput<bool>	456	144	96	7	17	0	7	0	0	442	127	96	3.44827586207 %	1.5350877193 %	7.08333333333 %	1.00574712644 %	1.5350877193 %	0.0 %
df::program_options_lite::Option<bool>::setDefault	455	364	91	1	3	9	1	0	4	453	361	78	1.42857142857 %	0.21978021978 %	2.63736263736 %	0.549450549451 %	0.21978021978 %	0.879120879121 %
TEncBinCABACCounter::~TEncBinCABACCounter	455	105	175	0	0	0	0	0	0	455	105	175	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
0x00019b28	454	454	0	12	0	0	1	0	0	441	454	0	0 %	0 %	0 %	0 %	0 %	0 %
0x001366b7	442	442	0	0	0	0	0	0	0	442	442	0	0 %	0 %	0 %	0 %	0 %	0 %
std::ostream::put	441	207	108	7	0	0	5	0	0	429	207	108	0.925925925926 %	1.5873015873 %	0.0 %	0.661375661376 %	1.13378684807 %	0.0 %
TComOutputBitstream::TComOutputBitstream	440	110	220	22	0	11	4	0	2	414	110	207	4.28571428571 %	5.0 %	3.33333333333 %	0.779220779221 %	0.909090909091 %	0.606060606061 %
TComSlice::setList1IdxToList0Idx	435	254	53	4	0	3	2	0	0	429	254	50	0.943396226415 %	0.919540229885 %	0.977198697068 %	0.269541778976 %	0.459770114943 %	0.0 %
fclose@@GLIBC_2.1	430	135	100	26	19	0	18	4	0	386	112	100	6.76691729323 %	6.04651162791 %	8.08510638298 %	3.30827067669 %	4.18604651163 %	1.70212765957 %
TComPicYuv::~TComPicYuv	422	137	183	11	0	1	4	0	0	407	137	182	1.61725067385 %	2.60663507109 %	0.3125 %	0.539083557951 %	0.947867298578 %	0.0 %
std::__cxx11::numpunct<char>::_M_initialize_numpunct	415	138	76	7	5	1	7	3	1	401	130	74	2.06677265501 %	1.68674698795 %	2.80373831776 %	1.74880763116 %	1.68674698795 %	1.8691588785 %
std::numpunct<char>::_M_initialize_numpunct	415	138	76	7	1	0	7	0	0	401	137	76	1.27186009539 %	1.68674698795 %	0.467289719626 %	1.11287758347 %	1.68674698795 %	0.0 %
TEncGOP::getNalUnitType	413	154	28	13	12	0	7	1	0	393	141	28	4.20168067227 %	3.14769975787 %	6.59340659341 %	1.34453781513 %	1.69491525424 %	0.549450549451 %
std::num_get<char,	411	178	156	7	0	0	3	0	0	401	178	156	0.939597315436 %	1.70316301703 %	0.0 %	0.402684563758 %	0.729927007299 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<unsigned	408	104	106	4	15	0	4	0	0	400	89	106	3.07443365696 %	0.980392156863 %	7.14285714286 %	0.647249190939 %	0.980392156863 %	0.0 %
df::program_options_lite::Option<std::string>::~Option	408	102	102	5	11	0	5	0	0	398	91	102	2.61437908497 %	1.22549019608 %	5.39215686275 %	0.816993464052 %	1.22549019608 %	0.0 %
TEncBinCABAC::TEncBinCABAC	407	74	222	4	0	22	2	0	20	401	74	180	3.69843527738 %	0.982800982801 %	7.43243243243 %	3.12944523471 %	0.4914004914 %	6.75675675676 %
round_and_return	398	94	84	28	0	4	10	0	3	360	94	77	5.55555555556 %	7.0351758794 %	2.24719101124 %	2.25694444444 %	2.51256281407 %	1.68539325843 %
std::basic_filebuf<char,	397	66	261	35	21	8	10	0	0	352	45	253	8.83977900552 %	8.8161209068 %	8.86850152905 %	1.38121546961 %	2.51889168766 %	0.0 %
TComSlice::setRefPOCList	390	171	55	15	0	9	9	0	9	366	171	37	3.8961038961 %	3.84615384615 %	3.98230088496 %	2.92207792208 %	2.30769230769 %	3.98230088496 %
TEncSlice::xDetermineStartAndBoundingCtuTsAddr	390	165	180	25	5	2	18	2	1	347	158	177	4.3537414966 %	6.41025641026 %	2.02898550725 %	2.85714285714 %	4.61538461538 %	0.869565217391 %
std::basic_filebuf<char,	390	116	167	27	13	3	14	1	2	349	102	162	6.38930163447 %	6.92307692308 %	5.65371024735 %	2.52600297177 %	3.58974358974 %	1.06007067138 %
TEncGOP::xGetBuffer	388	196	60	15	92	18	7	14	1	366	90	41	19.4099378882 %	3.86597938144 %	42.96875 %	3.41614906832 %	1.80412371134 %	5.859375 %
writeNalUnitHeader	388	82	258	27	1	0	8	0	0	353	81	258	3.84615384615 %	6.9587628866 %	0.294117647059 %	1.0989010989 %	2.0618556701 %	0.0 %
0x000a0c00	382	142	181	34	17	8	34	0	6	314	125	167	8.36879432624 %	8.90052356021 %	7.7399380805 %	5.67375886525 %	8.90052356021 %	1.85758513932 %
std::istream&	378	134	144	18	0	0	5	0	0	355	134	144	2.74390243902 %	4.7619047619 %	0.0 %	0.762195121951 %	1.32275132275 %	0.0 %
df::program_options_lite::parseGNU	378	96	138	11	4	0	10	0	0	357	92	138	2.45098039216 %	2.91005291005 %	1.7094017094 %	1.6339869281 %	2.6455026455 %	0.0 %
ptmalloc_init.part.7	376	120	18	7	53	4	7	2	2	362	65	12	12.4513618677 %	1.86170212766 %	41.3043478261 %	2.14007782101 %	1.86170212766 %	2.89855072464 %
_GLOBAL__sub_I_Debug.cpp	363	102	201	22	5	1	22	0	0	319	97	200	4.2042042042 %	6.06060606061 %	1.9801980198 %	3.3033033033 %	6.06060606061 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<char,	361	149	149	7	4	0	3	0	0	351	145	149	1.66919575114 %	1.93905817175 %	1.34228187919 %	0.455235204856 %	0.831024930748 %	0.0 %
log10	361	57	76	12	0	14	10	0	0	339	57	62	5.26315789474 %	3.32409972299 %	10.5263157895 %	2.02429149798 %	2.77008310249 %	0.0 %
TEncSlice::calculateBoundingCtuTsAddrForSlice	360	170	80	10	0	0	6	0	0	344	170	80	1.6393442623 %	2.77777777778 %	0.0 %	0.983606557377 %	1.66666666667 %	0.0 %
indentNewLines	360	102	132	5	1	0	5	0	0	350	101	132	1.0101010101 %	1.38888888889 %	0.42735042735 %	0.841750841751 %	1.38888888889 %	0.0 %
__log10_finite	355	74	19	12	16	0	10	2	0	333	56	19	6.25 %	3.38028169014 %	17.2043010753 %	2.67857142857 %	2.81690140845 %	2.15053763441 %
lineWrap	354	128	115	7	1	0	7	0	0	340	127	115	1.34003350084 %	1.97740112994 %	0.411522633745 %	1.17252931323 %	1.97740112994 %	0.0 %
std::__cxx11::numpunct<wchar_t>::_M_initialize_numpunct	353	75	76	5	1	7	5	0	7	343	74	62	2.57936507937 %	1.4164305949 %	5.29801324503 %	2.38095238095 %	1.4164305949 %	4.6357615894 %
std::numpunct<wchar_t>::_M_initialize_numpunct	353	75	76	5	0	3	5	0	0	343	75	73	1.5873015873 %	1.4164305949 %	1.98675496689 %	0.992063492063 %	1.4164305949 %	0.0 %
EnvVar::~EnvVar	352	97	61	4	21	0	4	19	0	344	57	61	4.90196078431 %	1.13636363636 %	13.2911392405 %	4.50980392157 %	1.13636363636 %	12.0253164557 %
TComReferencePictureSet::getNumberOfPictures	351	351	0	6	0	0	3	0	0	342	351	0	0 %	0 %	0 %	0 %	0 %	0 %
_dl_allocate_tls_storage	351	10	318	3	0	39	3	0	39	345	10	240	6.18556701031 %	0.854700854701 %	11.8902439024 %	6.18556701031 %	0.854700854701 %	11.8902439024 %
_IO_file_fopen@@GLIBC_2.1	346	83	95	24	5	0	10	3	0	312	75	95	5.53435114504 %	6.93641618497 %	2.80898876404 %	2.48091603053 %	2.8901734104 %	1.68539325843 %
TAppEncTop::xGetBuffer	341	114	112	9	36	6	5	5	0	327	73	106	8.99470899471 %	2.63929618768 %	18.5840707965 %	1.76366843034 %	1.46627565982 %	2.21238938053 %
_GLOBAL__sub_I_TEncAnalyze.cpp	341	13	106	7	0	15	7	0	15	327	13	76	4.78260869565 %	2.05278592375 %	12.6050420168 %	4.78260869565 %	2.05278592375 %	12.6050420168 %
__GI_memset	340	24	268	6	0	29	2	0	29	332	24	210	5.53797468354 %	1.76470588235 %	9.93150684932 %	4.90506329114 %	0.588235294118 %	9.93150684932 %
_dl_next_ld_env_entry	328	112	1	2	36	0	2	36	0	324	40	1	8.61678004535 %	0.609756097561 %	31.8584070796 %	8.61678004535 %	0.609756097561 %	31.8584070796 %
_dl_add_to_namespace_list	328	86	101	2	0	0	2	0	0	324	86	101	0.388349514563 %	0.609756097561 %	0.0 %	0.388349514563 %	0.609756097561 %	0.0 %
std::basic_filebuf<char,	327	106	156	21	15	8	7	0	0	299	91	148	7.47028862479 %	6.42201834862 %	8.7786259542 %	1.18845500849 %	2.14067278287 %	0.0 %
std::vector<int,	326	92	81	31	7	0	16	0	0	279	85	81	7.61523046092 %	9.50920245399 %	4.04624277457 %	3.20641282565 %	4.90797546012 %	0.0 %
std::locale::facet::_S_get_c_locale	323	101	61	6	2	0	2	0	0	315	99	61	1.64948453608 %	1.85758513932 %	1.23456790123 %	0.412371134021 %	0.61919504644 %	0.0 %
TAppEncTop::xWriteOutput	318	122	118	14	49	2	14	13	2	290	60	114	11.6487455197 %	4.40251572327 %	21.25 %	5.19713261649 %	4.40251572327 %	6.25 %
TComPrediction::initTempBuff	314	42	155	8	1	1	8	0	0	298	41	154	1.95694716243 %	2.54777070064 %	1.0152284264 %	1.56555772994 %	2.54777070064 %	0.0 %
TComOutputBitstream::writeAlignZero	313	107	93	12	0	2	4	0	0	297	107	91	2.72904483431 %	3.8338658147 %	1.0 %	0.779727095517 %	1.27795527157 %	0.0 %
df::program_options_lite::Option<double>::parse	304	90	152	22	5	0	11	0	0	271	85	152	4.94505494505 %	7.23684210526 %	2.06611570248 %	2.01465201465 %	3.61842105263 %	0.0 %
TEncTop::encode	299	105	106	25	48	31	20	8	2	254	49	73	20.3921568627 %	8.36120401338 %	37.4407582938 %	5.88235294118 %	6.6889632107 %	4.73933649289 %
TComSPS::TComSPS	296	7	179	20	1	20	20	0	20	256	6	139	8.50622406639 %	6.75675675676 %	11.2903225806 %	8.29875518672 %	6.75675675676 %	10.752688172 %
std::ctype<wchar_t>::_M_convert_to_wmask	293	70	56	9	1	0	9	0	0	275	69	56	2.38663484487 %	3.07167235495 %	0.793650793651 %	2.14797136038 %	3.07167235495 %	0.0 %
TComSlice::xGetRefPic	290	200	30	8	39	0	4	0	0	278	161	30	9.03846153846 %	2.75862068966 %	16.9565217391 %	0.769230769231 %	1.37931034483 %	0.0 %
df::program_options_lite::storePair	288	95	65	8	18	0	3	0	0	277	77	65	5.80357142857 %	2.77777777778 %	11.25 %	0.669642857143 %	1.04166666667 %	0.0 %
void	286	110	68	26	13	2	5	2	0	255	95	66	8.83620689655 %	9.09090909091 %	8.42696629213 %	1.50862068966 %	1.74825174825 %	1.12359550562 %
_IO_file_close_it@@GLIBC_2.1	275	60	120	14	8	0	10	4	0	251	48	120	4.83516483516 %	5.09090909091 %	4.44444444444 %	3.07692307692 %	3.63636363636 %	2.22222222222 %
rtld_lock_default_lock_recursive	273	182	91	2	0	5	2	0	2	269	182	84	1.28205128205 %	0.732600732601 %	1.8315018315 %	0.732600732601 %	0.732600732601 %	0.732600732601 %
rtld_lock_default_unlock_recursive	273	182	91	0	0	1	0	0	0	273	182	90	0.18315018315 %	0.0 %	0.3663003663 %	0.0 %	0.0 %	0.0 %
__mpn_mul	273	112	84	16	0	5	12	0	2	245	112	77	4.4776119403 %	5.86080586081 %	2.55102040816 %	2.98507462687 %	4.3956043956 %	1.02040816327 %
TVideoIOYuv::ColourSpaceConvert	270	65	70	8	20	10	6	0	0	256	45	60	9.38271604938 %	2.96296296296 %	22.2222222222 %	1.48148148148 %	2.22222222222 %	0.0 %
TEncTop::xInitPPS	270	58	54	17	7	5	17	0	0	236	51	49	7.59162303665 %	6.2962962963 %	10.7142857143 %	4.4502617801 %	6.2962962963 %	0.0 %
df::program_options_lite::parseConfigFile	268	92	128	26	20	3	12	0	0	230	72	125	10.0409836066 %	9.70149253731 %	10.4545454545 %	2.45901639344 %	4.4776119403 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<unsigned	266	78	62	4	11	0	3	0	0	259	67	62	3.69458128079 %	1.5037593985 %	7.85714285714 %	0.738916256158 %	1.12781954887 %	0.0 %
std::string::_S_construct	262	74	104	2	0	0	2	0	0	258	74	104	0.454545454545 %	0.763358778626 %	0.0 %	0.454545454545 %	0.763358778626 %	0.0 %
df::program_options_lite::Options::addOptions	260	195	65	2	0	2	1	0	0	257	195	63	0.769230769231 %	0.769230769231 %	0.769230769231 %	0.192307692308 %	0.384615384615 %	0.0 %
TEncBinCABAC::~TEncBinCABAC	259	74	74	2	0	1	1	0	0	256	74	73	0.737100737101 %	0.772200772201 %	0.675675675676 %	0.2457002457 %	0.3861003861 %	0.0 %
std::__basic_file<char>::close	258	84	89	14	5	1	8	1	0	236	78	88	4.6403712297 %	5.42635658915 %	3.46820809249 %	2.08816705336 %	3.1007751938 %	0.578034682081 %
NALUnitEBSP::NALUnitEBSP	258	78	141	10	8	2	6	2	2	242	68	137	4.1928721174 %	3.87596899225 %	4.56621004566 %	2.0964360587 %	2.32558139535 %	1.82648401826 %
std::ostream::flush	252	108	60	6	13	0	4	10	0	242	85	60	4.52380952381 %	2.38095238095 %	7.7380952381 %	3.33333333333 %	1.5873015873 %	5.95238095238 %
clock	252	48	48	19	0	0	14	0	0	219	48	48	5.45977011494 %	7.53968253968 %	0.0 %	4.02298850575 %	5.55555555556 %	0.0 %
printMacroSettings	251	95	113	19	8	1	17	0	0	215	87	112	6.10021786492 %	7.56972111554 %	4.32692307692 %	3.7037037037 %	6.77290836653 %	0.0 %
std::list<std::pair<std::string,	250	78	68	5	5	0	5	5	0	240	68	68	2.52525252525 %	2.0 %	3.42465753425 %	2.52525252525 %	2.0 %	3.42465753425 %
_IO_file_open	250	65	65	12	0	1	4	0	0	234	65	64	3.42105263158 %	4.8 %	0.769230769231 %	1.05263157895 %	1.6 %	0.0 %
std::string::find_first_not_of	248	117	33	5	0	0	2	0	0	241	117	33	1.25628140704 %	2.01612903226 %	0.0 %	0.502512562814 %	0.806451612903 %	0.0 %
TComVPS::TComVPS	246	10	84	12	0	11	6	0	6	228	10	67	6.76470588235 %	4.87804878049 %	11.7021276596 %	3.52941176471 %	2.43902439024 %	6.3829787234 %
TComReferencePictureSet::setRefIdc	245	196	49	1	0	0	1	0	0	243	196	49	0.204081632653 %	0.408163265306 %	0.0 %	0.204081632653 %	0.408163265306 %	0.0 %
TEncSbac::~TEncSbac	245	70	70	1	0	0	1	0	0	243	70	70	0.25974025974 %	0.408163265306 %	0.0 %	0.25974025974 %	0.408163265306 %	0.0 %
read	244	122	5	6	0	0	3	0	0	235	122	5	1.61725067385 %	2.45901639344 %	0.0 %	0.808625336927 %	1.22950819672 %	0.0 %
0x000f3110	240	85	55	4	1	0	4	0	0	232	84	55	1.31578947368 %	1.66666666667 %	0.714285714286 %	1.05263157895 %	1.66666666667 %	0.0 %
clock_gettime	240	72	60	19	17	1	10	1	0	211	54	59	9.94623655914 %	7.91666666667 %	13.6363636364 %	2.95698924731 %	4.16666666667 %	0.757575757576 %
df::program_options_lite::parseSHORT	236	64	86	20	12	5	11	0	0	205	52	81	9.58549222798 %	8.47457627119 %	11.3333333333 %	2.84974093264 %	4.66101694915 %	0.0 %
strdup	234	54	108	4	1	1	3	0	1	227	53	106	1.51515151515 %	1.7094017094 %	1.23456790123 %	1.0101010101 %	1.28205128205 %	0.617283950617 %
std::string::compare	231	84	77	12	2	0	2	0	0	217	82	77	3.57142857143 %	5.19480519481 %	1.24223602484 %	0.510204081633 %	0.865800865801 %	0.0 %
openaux	228	108	72	1	0	1	1	0	1	226	108	70	0.490196078431 %	0.438596491228 %	0.555555555556 %	0.490196078431 %	0.438596491228 %	0.555555555556 %
splitOnSettings	228	72	85	4	0	0	4	0	0	220	72	85	1.03896103896 %	1.75438596491 %	0.0 %	1.03896103896 %	1.75438596491 %	0.0 %
df::program_options_lite::Option<Level::Name>::parse	226	66	95	17	2	1	14	1	0	195	63	94	5.16795865633 %	7.52212389381 %	1.86335403727 %	3.87596899225 %	6.19469026549 %	0.621118012422 %
__fopen_internal	225	35	110	12	4	6	4	0	1	209	31	103	5.94594594595 %	5.33333333333 %	6.89655172414 %	1.35135135135 %	1.77777777778 %	0.689655172414 %
TEncTop::xInitSPS	223	65	72	17	17	11	17	0	0	189	48	61	12.5 %	7.62331838565 %	20.4379562044 %	4.72222222222 %	7.62331838565 %	0.0 %
df::program_options_lite::Option<ExtendedProfileName>::parse	222	70	97	21	9	1	19	1	0	182	60	96	7.96915167095 %	9.45945945946 %	5.9880239521 %	5.14138817481 %	8.55855855856 %	0.59880239521 %
TAppEncTop::rateStatsAccum	220	111	41	6	15	0	6	4	0	208	92	41	5.64516129032 %	2.72727272727 %	9.86842105263 %	2.68817204301 %	2.72727272727 %	2.63157894737 %
TEncBinCABAC::finish	220	90	55	15	0	0	9	0	0	196	90	55	4.1095890411 %	6.81818181818 %	0.0 %	2.46575342466 %	4.09090909091 %	0.0 %
0x0000471c	220	44	0	10	0	0	6	0	0	204	44	0	0 %	0 %	0 %	0 %	0 %	0 %
std::ctype<char>::ctype	218	16	149	7	3	17	7	0	17	204	13	115	7.04960835509 %	3.21100917431 %	12.1212121212 %	6.26631853786 %	3.21100917431 %	10.303030303 %
____strtoul_l_internal	216	66	34	14	3	0	13	2	0	189	61	34	5.37974683544 %	6.48148148148 %	3.0 %	4.74683544304 %	6.01851851852 %	2.0 %
mempcpy	211	91	43	2	2	7	2	1	7	207	88	29	3.1884057971 %	0.947867298578 %	6.71641791045 %	2.89855072464 %	0.947867298578 %	5.97014925373 %
TComReferencePictureSet::~TComReferencePictureSet	210	60	60	2	0	5	2	0	2	206	60	53	2.12121212121 %	0.952380952381 %	4.16666666667 %	1.21212121212 %	0.952380952381 %	1.66666666667 %
TComSlice::decodingRefreshMarking	208	104	22	20	36	5	11	6	4	177	62	13	18.2634730539 %	9.61538461538 %	32.5396825397 %	6.2874251497 %	5.28846153846 %	7.93650793651 %
TEncSampleAdaptiveOffset::decidePicParams	208	58	53	15	15	5	7	10	5	186	33	43	10.9717868339 %	7.21153846154 %	18.018018018 %	6.89655172414 %	3.36538461538 %	13.5135135135 %
__GI_strrchr	208	16	2	8	2	0	8	1	0	192	13	2	4.42477876106 %	3.84615384615 %	11.1111111111 %	3.98230088496 %	3.84615384615 %	5.55555555556 %
TComOutputBitstream::clear	204	102	102	4	6	8	1	1	3	199	95	91	4.41176470588 %	1.96078431373 %	6.86274509804 %	1.22549019608 %	0.490196078431 %	1.96078431373 %
TEncTop::init	201	133	164	7	15	19	7	0	0	187	118	145	8.23293172691 %	3.48258706468 %	11.4478114478 %	1.40562248996 %	3.48258706468 %	0.0 %
TComPrediction::TComPrediction	200	14	75	5	0	2	5	0	2	190	14	71	2.42214532872 %	2.5 %	2.24719101124 %	2.42214532872 %	2.5 %	2.24719101124 %
handle_intel.isra.0	198	44	57	4	0	0	4	0	0	190	44	57	1.33779264214 %	2.0202020202 %	0.0 %	1.33779264214 %	2.0202020202 %	0.0 %
TComReferencePictureSet::getRefIdc	196	196	0	1	8	0	0	0	0	195	188	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Option<ScalingListMode>::parse	196	60	86	15	2	1	15	1	0	166	57	85	5.26315789474 %	7.65306122449 %	2.05479452055 %	4.6783625731 %	7.65306122449 %	0.684931506849 %
TComYuv::~TComYuv	196	56	56	1	0	0	1	0	0	194	56	56	0.324675324675 %	0.510204081633 %	0.0 %	0.324675324675 %	0.510204081633 %	0.0 %
_IO_no_init	190	50	115	8	0	11	3	0	2	179	50	102	5.35211267606 %	4.21052631579 %	6.66666666667 %	1.40845070423 %	1.57894736842 %	1.21212121212 %
write	188	94	0	9	0	0	6	0	0	173	94	0	0 %	0 %	0 %	0 %	0 %	0 %
writev	184	92	0	2	0	0	2	0	0	180	92	0	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_ios<wchar_t,	184	60	88	6	4	0	6	0	0	172	56	88	3.01204819277 %	3.26086956522 %	2.7027027027 %	1.80722891566 %	3.26086956522 %	0.0 %
TComSlice::createExplicitReferencePictureSetFromReference	183	89	53	7	3	1	7	0	0	169	86	52	3.38461538462 %	3.82513661202 %	2.81690140845 %	2.15384615385 %	3.82513661202 %	0.0 %
__fprintf_chk	183	57	54	4	0	0	4	0	0	175	57	54	1.36054421769 %	2.18579234973 %	0.0 %	1.36054421769 %	2.18579234973 %	0.0 %
_dl_setup_hash	182	70	63	2	13	1	2	13	1	178	44	61	5.07936507937 %	1.0989010989 %	10.5263157895 %	5.07936507937 %	1.0989010989 %	10.5263157895 %
TComRPSList::getReferencePictureSet	180	180	0	5	5	0	2	5	0	173	170	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncBinCABAC::start	180	40	140	28	0	30	6	0	7	146	40	103	16.1111111111 %	15.5555555556 %	16.6666666667 %	3.61111111111 %	3.33333333333 %	3.88888888889 %
TComPic::TComPic	180	10	150	10	0	15	10	0	0	160	10	135	7.35294117647 %	5.55555555556 %	9.375 %	2.94117647059 %	5.55555555556 %	0.0 %
TAppEncTop::TAppEncTop	179	55	92	15	13	8	15	0	2	149	42	82	11.0429447853 %	8.37988826816 %	14.2857142857 %	5.21472392638 %	8.37988826816 %	1.36054421769 %
