Traffic__QP_32_nF_5_SR_1_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComReferencePictureSet::getUsed	884	884	0	6	7	0	6	4	0	872	873	0	0 %	0 %	0 %	0 %	0 %	0 %
std::ios_base::Init::~Init	882	216	166	6	11	0	6	10	0	870	195	166	1.34493670886 %	0.680272108844 %	2.87958115183 %	1.26582278481 %	0.680272108844 %	2.61780104712 %
strsep	848	270	7	2	0	0	2	0	0	844	270	7	0.177777777778 %	0.235849056604 %	0.0 %	0.177777777778 %	0.235849056604 %	0.0 %
TComSlice::sortPicList	847	301	176	11	73	19	11	64	19	825	164	138	7.77945619335 %	1.2987012987 %	19.28721174 %	7.0996978852 %	1.2987012987 %	17.4004192872 %
bcmp	833	302	76	11	12	0	9	11	0	813	279	76	1.89925681255 %	1.32052821128 %	3.1746031746 %	1.65152766309 %	1.08043217287 %	2.91005291005 %
__mpn_cmp	828	368	92	12	0	0	12	0	0	804	368	92	0.931677018634 %	1.44927536232 %	0.0 %	0.931677018634 %	1.44927536232 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<int>	810	206	208	4	29	0	4	0	0	802	177	208	2.69607843137 %	0.493827160494 %	7.00483091787 %	0.326797385621 %	0.493827160494 %	0.0 %
TEncTop::destroy	801	357	175	6	33	0	6	30	0	789	294	175	2.92573143286 %	0.749063670412 %	6.2030075188 %	2.70067516879 %	0.749063670412 %	5.63909774436 %
memcpy	800	294	154	6	2	17	6	0	17	788	292	120	2.00320512821 %	0.75 %	4.24107142857 %	1.84294871795 %	0.75 %	3.79464285714 %
memset	795	136	367	7	2	41	5	0	41	783	134	285	3.85208012327 %	0.880503144654 %	8.54870775348 %	3.54391371341 %	0.62893081761 %	8.15109343936 %
std::basic_istream<char,	781	322	206	49	9	0	17	0	0	715	313	206	4.43086325439 %	6.27400768246 %	1.70454545455 %	1.2987012987 %	2.17669654289 %	0.0 %
TComScalingList::destroy	774	171	159	1	9	0	1	9	0	772	153	159	0.905797101449 %	0.129198966408 %	2.72727272727 %	0.905797101449 %	0.129198966408 %	2.72727272727 %
__gconv_btwoc_ascii	768	256	0	1	0	0	1	0	0	766	256	0	0 %	0 %	0 %	0 %	0 %	0 %
std::istream&	759	275	286	19	1	0	4	0	0	736	274	286	1.51515151515 %	2.50329380764 %	0.17825311943 %	0.30303030303 %	0.527009222661 %	0.0 %
TComPic::create	755	325	380	19	60	29	19	45	20	717	220	331	7.39726027397 %	2.51655629139 %	12.6241134752 %	5.75342465753 %	2.51655629139 %	9.21985815603 %
munmap	729	323	80	8	1	0	8	0	0	713	322	80	0.795053003534 %	1.09739368999 %	0.248138957816 %	0.706713780919 %	1.09739368999 %	0.0 %
TEncCu::destroy	718	281	212	11	9	0	11	7	0	696	265	212	1.65152766309 %	1.53203342618 %	1.82555780933 %	1.48637489678 %	1.53203342618 %	1.41987829615 %
TEncSlice::setUpLambda	715	225	205	35	15	13	35	15	13	645	195	179	5.50218340611 %	4.8951048951 %	6.51162790698 %	5.50218340611 %	4.8951048951 %	6.51162790698 %
TAppEncCfg::xPrintParameter	690	197	344	56	7	0	54	0	0	580	190	344	5.1177904143 %	8.11594202899 %	1.29390018484 %	4.38667749797 %	7.82608695652 %	0.0 %
operator>>	664	182	286	22	1	0	8	0	0	634	181	286	2.03180212014 %	3.31325301205 %	0.213675213675 %	0.706713780919 %	1.20481927711 %	0.0 %
_dl_sort_fini	662	212	107	6	8	0	6	8	0	650	196	107	1.42711518858 %	0.906344410876 %	2.5078369906 %	1.42711518858 %	0.906344410876 %	2.5078369906 %
std::string::assign	654	244	244	15	26	0	15	5	0	624	213	244	3.59019264448 %	2.29357798165 %	5.32786885246 %	1.75131348511 %	2.29357798165 %	1.02459016393 %
std::_List_base<AccessUnit,	652	242	193	22	51	21	20	24	15	610	167	157	8.64765409384 %	3.37423312883 %	16.5517241379 %	5.42778288868 %	3.06748466258 %	8.96551724138 %
std::vector<unsigned	648	188	149	22	6	0	21	5	0	605	177	149	2.84263959391 %	3.3950617284 %	1.78041543027 %	2.63959390863 %	3.24074074074 %	1.48367952522 %
puts	630	217	161	14	6	0	14	6	0	602	205	161	1.98412698413 %	2.22222222222 %	1.5873015873 %	1.98412698413 %	2.22222222222 %	1.5873015873 %
df::program_options_lite::Option<int>::setDefault	625	500	125	0	34	17	0	0	12	625	466	96	4.08 %	0.0 %	8.16 %	0.96 %	0.0 %	1.92 %
TComYuv::~TComYuv	623	198	254	2	0	0	1	0	0	620	198	254	0.186046511628 %	0.321027287319 %	0.0 %	0.093023255814 %	0.16051364366 %	0.0 %
TComPicYuv::TComPicYuv	612	68	442	14	0	29	14	0	24	584	68	389	3.83244206774 %	2.28758169935 %	5.6862745098 %	3.38680926916 %	2.28758169935 %	4.70588235294 %
_dl_catch_error	611	156	299	4	0	5	4	0	5	603	156	289	0.844277673546 %	0.654664484452 %	1.0989010989 %	0.844277673546 %	0.654664484452 %	1.0989010989 %
TAppEncTop::encode	607	185	281	50	69	23	42	43	11	515	73	247	13.2339235788 %	8.23723228995 %	19.7424892704 %	8.9468779124 %	6.91927512356 %	11.5879828326 %
df::program_options_lite::Option<GOPEntry>::parse	604	176	304	44	3	0	13	0	0	547	173	304	4.33579335793 %	7.28476821192 %	0.625 %	1.19926199262 %	2.15231788079 %	0.0 %
_dl_start	604	155	87	16	23	19	16	21	18	572	111	50	6.85579196217 %	2.64900662252 %	17.3553719008 %	6.5011820331 %	2.64900662252 %	16.1157024793 %
std::vector<unsigned	600	184	136	43	12	0	41	5	0	516	167	136	5.97826086957 %	7.16666666667 %	3.75 %	5.0 %	6.83333333333 %	1.5625 %
std::num_get<char,	598	214	258	41	8	0	8	0	0	549	206	258	4.57943925234 %	6.85618729097 %	1.69491525424 %	0.747663551402 %	1.33779264214 %	0.0 %
TComRdCost::setLambda	590	240	185	40	10	19	40	10	19	510	220	147	6.79802955665 %	6.77966101695 %	6.82352941176 %	6.79802955665 %	6.77966101695 %	6.82352941176 %
TEncCavlc::codeProfileTier	578	94	272	6	5	0	6	5	0	566	84	272	1.16525423729 %	1.03806228374 %	1.36612021858 %	1.16525423729 %	1.03806228374 %	1.36612021858 %
TComYuv::TComYuv	570	114	285	2	0	25	1	0	25	567	114	235	2.78637770898 %	0.350877192982 %	6.2656641604 %	2.68317853457 %	0.175438596491 %	6.2656641604 %
TEncSearch::~TEncSearch	567	188	154	10	16	1	10	14	0	547	158	153	2.9702970297 %	1.76366843034 %	4.97076023392 %	2.6402640264 %	1.76366843034 %	4.09356725146 %
_dl_sysdep_start	564	140	72	17	21	7	17	19	7	530	100	58	5.79896907216 %	3.01418439716 %	13.2075471698 %	5.5412371134 %	3.01418439716 %	12.2641509434 %
TComOutputBitstream::~TComOutputBitstream	562	154	177	25	10	5	25	5	0	512	139	172	4.47928331467 %	4.44839857651 %	4.53172205438 %	3.359462486 %	4.44839857651 %	1.51057401813 %
df::program_options_lite::Option<SMultiValueInput<bool>	560	144	152	3	17	0	3	0	0	554	127	152	2.33644859813 %	0.535714285714 %	5.74324324324 %	0.35046728972 %	0.535714285714 %	0.0 %
TEncTop::xGetNewPicBuffer	556	175	180	17	72	20	17	59	20	522	44	140	11.9648737651 %	3.05755395683 %	25.9154929577 %	10.537870472 %	3.05755395683 %	22.2535211268 %
TEncSbac::~TEncSbac	553	183	253	1	0	3	1	0	2	551	183	248	0.404448938322 %	0.180831826401 %	0.688073394495 %	0.303336703741 %	0.180831826401 %	0.45871559633 %
std::vector<bool,	552	136	160	5	0	0	5	0	0	542	136	160	0.589622641509 %	0.905797101449 %	0.0 %	0.589622641509 %	0.905797101449 %	0.0 %
isinf	546	117	0	0	0	0	0	0	0	546	117	0	0 %	0 %	0 %	0 %	0 %	0 %
TComSlice::checkLeadingPictureRestrictions	544	248	45	29	57	5	29	6	0	486	185	40	10.8721624851 %	5.33088235294 %	21.1604095563 %	4.18160095579 %	5.33088235294 %	2.04778156997 %
str_to_mpn.isra.0	544	127	72	23	4	5	6	1	2	515	122	65	4.3068640646 %	4.22794117647 %	4.52261306533 %	1.21130551817 %	1.10294117647 %	1.50753768844 %
TEncBinCABACCounter::TEncBinCABACCounter	540	144	216	3	0	0	1	0	0	536	144	216	0.333333333333 %	0.555555555556 %	0.0 %	0.111111111111 %	0.185185185185 %	0.0 %
TEncBinCABACCounter::~TEncBinCABACCounter	538	178	250	2	0	1	2	0	1	534	178	248	0.310559006211 %	0.371747211896 %	0.233644859813 %	0.310559006211 %	0.371747211896 %	0.233644859813 %
_IO_un_link	538	161	145	25	13	5	17	7	1	496	141	139	5.09478672986 %	4.6468401487 %	5.88235294118 %	2.96208530806 %	3.15985130112 %	2.61437908497 %
TComRefPicListModification::TComRefPicListModification	535	25	355	8	0	43	8	0	43	519	25	269	5.5737704918 %	1.4953271028 %	11.3157894737 %	5.5737704918 %	1.4953271028 %	11.3157894737 %
TEncGOP::printOutSummary	532	154	158	51	16	3	51	14	3	430	124	152	8.29383886256 %	9.58646616541 %	6.08974358974 %	8.05687203791 %	9.58646616541 %	5.44871794872 %
isnan	528	132	0	17	0	0	16	0	0	495	132	0	0 %	0 %	0 %	0 %	0 %	0 %
calloc	526	155	128	9	6	4	9	0	3	508	149	121	2.34857849197 %	1.71102661597 %	3.53356890459 %	1.48331273177 %	1.71102661597 %	1.06007067138 %
std::vector<TComTile,	520	185	100	55	6	8	55	1	2	410	178	90	8.57142857143 %	10.5769230769 %	4.91228070175 %	7.2049689441 %	10.5769230769 %	1.05263157895 %
df::program_options_lite::Option<SMultiValueInput<int>	512	150	116	4	23	0	4	0	0	504	127	116	3.47043701799 %	0.78125 %	8.64661654135 %	0.514138817481 %	0.78125 %	0.0 %
_IO_link_in	500	150	150	22	8	4	8	0	1	470	142	145	4.25 %	4.4 %	4.0 %	1.125 %	1.6 %	0.333333333333 %
TEncCavlc::codeSPS	498	96	287	20	9	0	20	8	0	458	79	287	3.29171396141 %	4.01606425703 %	2.3498694517 %	3.17820658343 %	4.01606425703 %	2.08877284595 %
WeightPredAnalysis::WeightPredAnalysis	494	2	386	3	0	108	3	0	108	488	2	170	12.5850340136 %	0.607287449393 %	27.8350515464 %	12.5850340136 %	0.607287449393 %	27.8350515464 %
df::program_options_lite::Option<double>::~Option	488	128	128	2	14	0	2	0	0	484	114	128	2.15053763441 %	0.409836065574 %	5.46875 %	0.268817204301 %	0.409836065574 %	0.0 %
call_init.part.0	485	159	142	4	30	0	4	1	0	477	128	142	4.32569974555 %	0.824742268041 %	9.96677740864 %	0.636132315522 %	0.824742268041 %	0.332225913621 %
__libc_csu_init	482	159	210	3	11	2	2	6	0	477	142	208	1.88014101058 %	0.622406639004 %	3.52303523035 %	0.940070505288 %	0.414937759336 %	1.62601626016 %
df::program_options_lite::Option<SMultiValueInput<unsigned	482	158	192	28	2	0	19	0	0	435	156	192	3.60576923077 %	5.80912863071 %	0.571428571429 %	2.28365384615 %	3.94190871369 %	0.0 %
TComPic::destroy	475	145	160	4	29	0	4	7	0	467	109	160	4.23076923077 %	0.842105263158 %	9.50819672131 %	1.41025641026 %	0.842105263158 %	2.29508196721 %
__cxa_finalize	467	145	70	6	4	0	6	4	0	455	137	70	1.46627565982 %	1.28479657388 %	1.86046511628 %	1.46627565982 %	1.28479657388 %	1.86046511628 %
_IO_file_sync@@GLIBC_2.1	462	176	110	16	0	0	14	0	0	432	176	110	2.13903743316 %	3.4632034632 %	0.0 %	1.87165775401 %	3.0303030303 %	0.0 %
_dl_fini	461	174	88	11	35	11	11	34	10	439	105	67	7.88381742739 %	2.38611713666 %	17.5572519084 %	7.6071922545 %	2.38611713666 %	16.7938931298 %
df::program_options_lite::Option<SMultiValueInput<bool>	456	144	96	7	17	0	7	0	0	442	127	96	3.44827586207 %	1.5350877193 %	7.08333333333 %	1.00574712644 %	1.5350877193 %	0.0 %
df::program_options_lite::Option<bool>::setDefault	455	364	91	1	3	9	1	0	4	453	361	78	1.42857142857 %	0.21978021978 %	2.63736263736 %	0.549450549451 %	0.21978021978 %	0.879120879121 %
TEncBinCABACCounter::~TEncBinCABACCounter	455	105	175	0	0	0	0	0	0	455	105	175	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
0x00019b28	454	454	0	13	0	0	6	0	0	435	454	0	0 %	0 %	0 %	0 %	0 %	0 %
std::ostream::put	441	207	108	7	0	0	5	0	0	429	207	108	0.925925925926 %	1.5873015873 %	0.0 %	0.661375661376 %	1.13378684807 %	0.0 %
TComOutputBitstream::TComOutputBitstream	440	110	220	22	0	11	17	0	6	401	110	203	4.28571428571 %	5.0 %	3.33333333333 %	2.98701298701 %	3.86363636364 %	1.81818181818 %
TComSlice::setList1IdxToList0Idx	435	254	53	4	0	3	4	0	0	427	254	50	0.943396226415 %	0.919540229885 %	0.977198697068 %	0.539083557951 %	0.919540229885 %	0.0 %
fclose@@GLIBC_2.1	430	135	100	26	19	0	18	6	0	386	110	100	6.76691729323 %	6.04651162791 %	8.08510638298 %	3.60902255639 %	4.18604651163 %	2.55319148936 %
TComPicYuv::~TComPicYuv	422	137	183	11	1	1	11	0	1	400	136	181	1.75202156334 %	2.60663507109 %	0.625 %	1.61725067385 %	2.60663507109 %	0.3125 %
std::__cxx11::numpunct<char>::_M_initialize_numpunct	415	138	76	7	5	1	7	3	1	401	130	74	2.06677265501 %	1.68674698795 %	2.80373831776 %	1.74880763116 %	1.68674698795 %	1.8691588785 %
std::numpunct<char>::_M_initialize_numpunct	415	138	76	7	1	0	7	0	0	401	137	76	1.27186009539 %	1.68674698795 %	0.467289719626 %	1.11287758347 %	1.68674698795 %	0.0 %
TEncGOP::getNalUnitType	413	154	28	13	12	0	13	4	0	387	138	28	4.20168067227 %	3.14769975787 %	6.59340659341 %	2.85714285714 %	3.14769975787 %	2.1978021978 %
std::num_get<char,	411	178	156	7	0	0	3	0	0	401	178	156	0.939597315436 %	1.70316301703 %	0.0 %	0.402684563758 %	0.729927007299 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<unsigned	408	104	106	4	15	0	4	0	0	400	89	106	3.07443365696 %	0.980392156863 %	7.14285714286 %	0.647249190939 %	0.980392156863 %	0.0 %
df::program_options_lite::Option<std::string>::~Option	408	102	102	5	11	0	5	0	0	398	91	102	2.61437908497 %	1.22549019608 %	5.39215686275 %	0.816993464052 %	1.22549019608 %	0.0 %
TEncBinCABAC::TEncBinCABAC	407	74	222	4	0	22	2	0	20	401	74	180	3.69843527738 %	0.982800982801 %	7.43243243243 %	3.12944523471 %	0.4914004914 %	6.75675675676 %
round_and_return	398	94	84	28	0	4	10	0	3	360	94	77	5.55555555556 %	7.0351758794 %	2.24719101124 %	2.25694444444 %	2.51256281407 %	1.68539325843 %
std::basic_filebuf<char,	397	66	261	35	21	8	10	0	0	352	45	253	8.83977900552 %	8.8161209068 %	8.86850152905 %	1.38121546961 %	2.51889168766 %	0.0 %
std::string::compare	396	144	132	12	2	0	2	0	0	382	142	132	2.08333333333 %	3.0303030303 %	0.724637681159 %	0.297619047619 %	0.505050505051 %	0.0 %
TComSlice::setRefPOCList	390	171	55	15	0	8	15	0	8	360	171	39	3.73376623377 %	3.84615384615 %	3.53982300885 %	3.73376623377 %	3.84615384615 %	3.53982300885 %
TEncSlice::xDetermineStartAndBoundingCtuTsAddr	390	165	180	25	5	9	25	1	0	340	159	171	5.30612244898 %	6.41025641026 %	4.05797101449 %	3.53741496599 %	6.41025641026 %	0.289855072464 %
std::basic_filebuf<char,	390	116	167	27	13	3	14	4	3	349	99	161	6.38930163447 %	6.92307692308 %	5.65371024735 %	3.12035661218 %	3.58974358974 %	2.47349823322 %
TEncGOP::xGetBuffer	388	196	60	15	98	17	15	94	17	358	4	26	20.1863354037 %	3.86597938144 %	44.921875 %	19.5652173913 %	3.86597938144 %	43.359375 %
writeNalUnitHeader	388	82	258	27	1	0	25	1	0	336	80	258	3.84615384615 %	6.9587628866 %	0.294117647059 %	3.57142857143 %	6.44329896907 %	0.294117647059 %
0x000a0c00	382	142	181	34	17	8	34	0	6	314	125	167	8.36879432624 %	8.90052356021 %	7.7399380805 %	5.67375886525 %	8.90052356021 %	1.85758513932 %
std::istream&	378	134	144	18	0	0	5	0	0	355	134	144	2.74390243902 %	4.7619047619 %	0.0 %	0.762195121951 %	1.32275132275 %	0.0 %
df::program_options_lite::parseGNU	378	96	138	11	4	0	10	0	0	357	92	138	2.45098039216 %	2.91005291005 %	1.7094017094 %	1.6339869281 %	2.6455026455 %	0.0 %
ptmalloc_init.part.7	376	120	18	7	53	4	7	2	2	362	65	12	12.4513618677 %	1.86170212766 %	41.3043478261 %	2.14007782101 %	1.86170212766 %	2.89855072464 %
_GLOBAL__sub_I_Debug.cpp	363	102	201	22	5	1	22	0	0	319	97	200	4.2042042042 %	6.06060606061 %	1.9801980198 %	3.3033033033 %	6.06060606061 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<char,	361	149	149	7	4	0	3	0	0	351	145	149	1.66919575114 %	1.93905817175 %	1.34228187919 %	0.455235204856 %	0.831024930748 %	0.0 %
log10	361	57	76	12	0	14	12	0	7	337	57	55	5.26315789474 %	3.32409972299 %	10.5263157895 %	3.84615384615 %	3.32409972299 %	5.26315789474 %
TEncSlice::calculateBoundingCtuTsAddrForSlice	360	170	80	10	0	0	10	0	0	340	170	80	1.6393442623 %	2.77777777778 %	0.0 %	1.6393442623 %	2.77777777778 %	0.0 %
indentNewLines	360	102	132	5	1	0	5	0	0	350	101	132	1.0101010101 %	1.38888888889 %	0.42735042735 %	0.841750841751 %	1.38888888889 %	0.0 %
__log10_finite	355	74	19	12	16	0	12	10	0	331	48	19	6.25 %	3.38028169014 %	17.2043010753 %	4.91071428571 %	3.38028169014 %	10.752688172 %
lineWrap	354	128	115	7	1	0	7	0	0	340	127	115	1.34003350084 %	1.97740112994 %	0.411522633745 %	1.17252931323 %	1.97740112994 %	0.0 %
std::__cxx11::numpunct<wchar_t>::_M_initialize_numpunct	353	75	76	5	1	7	5	0	7	343	74	62	2.57936507937 %	1.4164305949 %	5.29801324503 %	2.38095238095 %	1.4164305949 %	4.6357615894 %
std::numpunct<wchar_t>::_M_initialize_numpunct	353	75	76	5	0	3	5	0	0	343	75	73	1.5873015873 %	1.4164305949 %	1.98675496689 %	0.992063492063 %	1.4164305949 %	0.0 %
EnvVar::~EnvVar	352	97	61	4	21	0	4	20	0	344	56	61	4.90196078431 %	1.13636363636 %	13.2911392405 %	4.70588235294 %	1.13636363636 %	12.6582278481 %
TComReferencePictureSet::getNumberOfPictures	351	351	0	6	0	0	6	0	0	339	351	0	0 %	0 %	0 %	0 %	0 %	0 %
_dl_allocate_tls_storage	351	10	318	3	0	39	3	0	39	345	10	240	6.18556701031 %	0.854700854701 %	11.8902439024 %	6.18556701031 %	0.854700854701 %	11.8902439024 %
_IO_file_fopen@@GLIBC_2.1	346	83	95	24	5	0	10	3	0	312	75	95	5.53435114504 %	6.93641618497 %	2.80898876404 %	2.48091603053 %	2.8901734104 %	1.68539325843 %
TAppEncTop::xGetBuffer	341	114	112	9	41	7	9	32	6	323	41	99	10.0529100529 %	2.63929618768 %	21.2389380531 %	8.28924162257 %	2.63929618768 %	16.814159292 %
_GLOBAL__sub_I_TEncAnalyze.cpp	341	13	106	7	0	15	7	0	15	327	13	76	4.78260869565 %	2.05278592375 %	12.6050420168 %	4.78260869565 %	2.05278592375 %	12.6050420168 %
__GI_memset	340	24	268	6	0	29	2	0	29	332	24	210	5.53797468354 %	1.76470588235 %	9.93150684932 %	4.90506329114 %	0.588235294118 %	9.93150684932 %
_dl_next_ld_env_entry	328	112	1	2	36	0	2	36	0	324	40	1	8.61678004535 %	0.609756097561 %	31.8584070796 %	8.61678004535 %	0.609756097561 %	31.8584070796 %
_dl_add_to_namespace_list	328	86	101	2	0	0	2	0	0	324	86	101	0.388349514563 %	0.609756097561 %	0.0 %	0.388349514563 %	0.609756097561 %	0.0 %
std::basic_filebuf<char,	327	106	156	21	15	8	7	0	0	299	91	148	7.47028862479 %	6.42201834862 %	8.7786259542 %	1.18845500849 %	2.14067278287 %	0.0 %
std::vector<int,	326	92	81	31	7	0	31	7	0	264	78	81	7.61523046092 %	9.50920245399 %	4.04624277457 %	7.61523046092 %	9.50920245399 %	4.04624277457 %
TComOutputBitstream::writeAlignZero	325	111	97	12	0	3	12	0	2	301	111	92	2.81425891182 %	3.69230769231 %	1.44230769231 %	2.62664165103 %	3.69230769231 %	0.961538461538 %
std::locale::facet::_S_get_c_locale	323	101	61	6	2	0	2	0	0	315	99	61	1.64948453608 %	1.85758513932 %	1.23456790123 %	0.412371134021 %	0.61919504644 %	0.0 %
TAppEncTop::xWriteOutput	318	122	118	14	53	2	14	48	2	290	21	114	12.3655913978 %	4.40251572327 %	22.9166666667 %	11.4695340502 %	4.40251572327 %	20.8333333333 %
TComPrediction::initTempBuff	314	42	155	8	1	1	8	0	0	298	41	154	1.95694716243 %	2.54777070064 %	1.0152284264 %	1.56555772994 %	2.54777070064 %	0.0 %
df::program_options_lite::Option<double>::parse	304	90	152	22	5	0	11	0	0	271	85	152	4.94505494505 %	7.23684210526 %	2.06611570248 %	2.01465201465 %	3.61842105263 %	0.0 %
TEncTop::encode	299	105	106	23	48	31	23	48	29	253	9	46	20.0 %	7.69230769231 %	37.4407582938 %	19.6078431373 %	7.69230769231 %	36.4928909953 %
TComSPS::TComSPS	296	7	179	20	1	20	20	0	20	256	6	139	8.50622406639 %	6.75675675676 %	11.2903225806 %	8.29875518672 %	6.75675675676 %	10.752688172 %
std::ctype<wchar_t>::_M_convert_to_wmask	293	70	56	9	1	0	9	0	0	275	69	56	2.38663484487 %	3.07167235495 %	0.793650793651 %	2.14797136038 %	3.07167235495 %	0.0 %
TComSlice::xGetRefPic	290	200	30	8	55	0	8	0	0	274	145	30	12.1153846154 %	2.75862068966 %	23.9130434783 %	1.53846153846 %	2.75862068966 %	0.0 %
df::program_options_lite::storePair	288	95	65	6	18	0	3	0	0	279	77	65	5.35714285714 %	2.08333333333 %	11.25 %	0.669642857143 %	1.04166666667 %	0.0 %
void	286	110	68	26	13	2	5	2	0	255	95	66	8.83620689655 %	9.09090909091 %	8.42696629213 %	1.50862068966 %	1.74825174825 %	1.12359550562 %
df::program_options_lite::Option<Level::Name>::parse	276	76	110	17	4	1	14	3	0	245	69	109	4.7619047619 %	6.15942028986 %	2.68817204301 %	3.67965367965 %	5.07246376812 %	1.61290322581 %
_IO_file_close_it@@GLIBC_2.1	275	60	120	14	9	0	10	5	0	251	46	120	5.05494505495 %	5.09090909091 %	5.0 %	3.2967032967 %	3.63636363636 %	2.77777777778 %
rtld_lock_default_lock_recursive	273	182	91	2	0	5	2	0	2	269	182	84	1.28205128205 %	0.732600732601 %	1.8315018315 %	0.732600732601 %	0.732600732601 %	0.732600732601 %
rtld_lock_default_unlock_recursive	273	182	91	0	0	1	0	0	0	273	182	90	0.18315018315 %	0.0 %	0.3663003663 %	0.0 %	0.0 %	0.0 %
__mpn_mul	273	112	84	16	0	7	14	0	6	243	112	71	4.90405117271 %	5.86080586081 %	3.57142857143 %	4.26439232409 %	5.12820512821 %	3.0612244898 %
TVideoIOYuv::ColourSpaceConvert	270	65	70	7	20	10	7	15	5	256	30	55	9.13580246914 %	2.59259259259 %	22.2222222222 %	6.66666666667 %	2.59259259259 %	14.8148148148 %
TEncTop::xInitPPS	270	58	54	17	7	5	17	0	0	236	51	49	7.59162303665 %	6.2962962963 %	10.7142857143 %	4.4502617801 %	6.2962962963 %	0.0 %
df::program_options_lite::parseConfigFile	268	92	128	26	20	3	12	0	0	230	72	125	10.0409836066 %	9.70149253731 %	10.4545454545 %	2.45901639344 %	4.4776119403 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<unsigned	266	78	62	4	11	0	3	0	0	259	67	62	3.69458128079 %	1.5037593985 %	7.85714285714 %	0.738916256158 %	1.12781954887 %	0.0 %
std::string::_S_construct	262	74	104	2	0	0	2	0	0	258	74	104	0.454545454545 %	0.763358778626 %	0.0 %	0.454545454545 %	0.763358778626 %	0.0 %
df::program_options_lite::Options::addOptions	260	195	65	2	0	2	1	0	0	257	195	63	0.769230769231 %	0.769230769231 %	0.769230769231 %	0.192307692308 %	0.384615384615 %	0.0 %
TEncBinCABAC::~TEncBinCABAC	259	74	74	2	0	1	1	0	1	256	74	72	0.737100737101 %	0.772200772201 %	0.675675675676 %	0.4914004914 %	0.3861003861 %	0.675675675676 %
std::__basic_file<char>::close	258	84	89	13	6	1	7	2	1	238	76	87	4.6403712297 %	5.03875968992 %	4.04624277457 %	2.32018561485 %	2.71317829457 %	1.73410404624 %
NALUnitEBSP::NALUnitEBSP	258	78	141	10	16	3	8	8	3	240	54	135	6.07966457023 %	3.87596899225 %	8.67579908676 %	3.98322851153 %	3.1007751938 %	5.02283105023 %
std::ostream::flush	252	108	60	6	13	0	4	10	0	242	85	60	4.52380952381 %	2.38095238095 %	7.7380952381 %	3.33333333333 %	1.5873015873 %	5.95238095238 %
clock	252	48	48	19	0	0	19	0	0	214	48	48	5.45977011494 %	7.53968253968 %	0.0 %	5.45977011494 %	7.53968253968 %	0.0 %
printMacroSettings	251	95	113	19	8	1	17	0	0	215	87	112	6.10021786492 %	7.56972111554 %	4.32692307692 %	3.7037037037 %	6.77290836653 %	0.0 %
std::list<std::pair<std::string,	250	78	68	5	5	0	5	5	0	240	68	68	2.52525252525 %	2.0 %	3.42465753425 %	2.52525252525 %	2.0 %	3.42465753425 %
_IO_file_open	250	65	65	12	0	1	4	0	0	234	65	64	3.42105263158 %	4.8 %	0.769230769231 %	1.05263157895 %	1.6 %	0.0 %
std::string::find_first_not_of	248	117	33	5	0	0	2	0	0	241	117	33	1.25628140704 %	2.01612903226 %	0.0 %	0.502512562814 %	0.806451612903 %	0.0 %
TComVPS::TComVPS	246	10	84	12	0	11	6	0	6	228	10	67	6.76470588235 %	4.87804878049 %	11.7021276596 %	3.52941176471 %	2.43902439024 %	6.3829787234 %
