BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
std::ctype<char>::_M_widen_init	1062	12	272	4	3	0	3	0	0	1055	9	272	0.520059435364 %	0.376647834275 %	1.05633802817 %	0.222882615156 %	0.282485875706 %	0.0 %
/build/buildd/eglibc-2.19/libio/libioP.h:putchar	1060	318	318	0	0	0	0	0	0	1060	318	318	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TComOutputBitstream::clear	1056	528	528	31	61	62	31	30	60	994	437	406	7.29166666667 %	2.93560606061 %	11.6477272727 %	5.72916666667 %	2.93560606061 %	8.52272727273 %
TEncGOP::xAttachSliceDataToNalUnit	1056	416	512	96	128	28	96	0	0	864	288	484	12.7016129032 %	9.09090909091 %	16.8103448276 %	4.83870967742 %	9.09090909091 %	0.0 %
TComPic::destroy	1045	319	352	4	80	31	4	17	0	1037	222	321	6.70163170163 %	0.382775119617 %	16.5424739195 %	1.22377622378 %	0.382775119617 %	2.53353204173 %
/build/buildd/eglibc-2.19/wcsmbs/./wcsmbsload.h:btowc	1024	128	0	0	9	0	0	0	0	1024	119	0	0 %	0 %	0 %	0 %	0 %	0 %
TComScalingList::init	1023	174	234	2	5	12	2	0	6	1019	169	216	1.32774283718 %	0.19550342131 %	4.16666666667 %	0.559049615653 %	0.19550342131 %	1.47058823529 %
/build/buildd/eglibc-2.19/misc/../sysdeps/unix/syscall-template.S:munmap	1017	451	112	1	0	0	1	0	0	1015	451	112	0.0632911392405 %	0.0983284169125 %	0.0 %	0.0632911392405 %	0.0983284169125 %	0.0 %
std::locale::_Impl::_Impl	1001	228	572	80	53	52	80	1	47	841	174	473	10.2720710716 %	7.99200799201 %	13.125 %	7.1071626874 %	7.99200799201 %	6.0 %
TEncSampleAdaptiveOffset::initRDOCabacCoder	992	544	448	64	64	32	64	32	32	864	448	384	8.06451612903 %	6.45161290323 %	9.67741935484 %	6.45161290323 %	6.45161290323 %	6.45161290323 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_sync@@GLIBC_2.1	980	392	245	70	0	0	68	0	0	842	392	245	4.329004329 %	7.14285714286 %	0.0 %	4.20531849103 %	6.9387755102 %	0.0 %
/build/buildd/eglibc-2.19/wctype/wctype_l.c:wctype_l	972	221	357	3	23	0	3	0	0	966	198	357	1.67741935484 %	0.308641975309 %	3.97923875433 %	0.193548387097 %	0.308641975309 %	0.0 %
std::basic_stringbuf<char,	962	444	0	77	67	0	2	0	0	883	377	0	0 %	0 %	0 %	0 %	0 %	0 %
TComOutputBitstream::getNumberOfWrittenBits	960	800	0	62	30	0	42	0	0	856	770	0	0 %	0 %	0 %	0 %	0 %	0 %
confirmPara	960	288	192	1	0	0	1	0	0	958	288	192	0.0694444444444 %	0.104166666667 %	0.0 %	0.0694444444444 %	0.104166666667 %	0.0 %
TEncCu::create	953	339	463	20	39	24	20	0	2	913	300	437	4.72934472934 %	2.09863588667 %	7.85536159601 %	1.25356125356 %	2.09863588667 %	0.249376558603 %
TComReferencePictureSet::setUsed	915	732	183	1	0	3	1	0	0	913	732	180	0.218579234973 %	0.109289617486 %	0.327868852459 %	0.0546448087432 %	0.109289617486 %	0.0 %
TComReferencePictureSet::setDeltaPOC	915	732	183	0	0	5	0	0	0	915	732	178	0.273224043716 %	0.0 %	0.546448087432 %	0.0 %	0.0 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../memset.S:memset	913	114	543	3	0	63	3	0	63	907	114	417	4.20382165605 %	0.328587075575 %	9.58904109589 %	4.20382165605 %	0.328587075575 %	9.58904109589 %
std::ostream::operator<<	901	347	347	6	131	0	3	0	0	892	216	347	8.58934169279 %	0.665926748058 %	18.8760806916 %	0.188087774295 %	0.332963374029 %	0.0 %
TComOutputBitstream::writeByteAlignment	896	448	448	64	46	0	64	12	0	768	390	448	6.13839285714 %	7.14285714286 %	5.13392857143 %	4.24107142857 %	7.14285714286 %	1.33928571429 %
std::string::push_back	891	351	243	14	9	0	3	0	0	874	342	243	1.54882154882 %	1.57126823793 %	1.51515151515 %	0.20202020202 %	0.3367003367 %	0.0 %
std::ios_base::Init::~Init	882	216	166	6	13	0	6	8	0	870	195	166	1.50316455696 %	0.680272108844 %	3.40314136126 %	1.10759493671 %	0.680272108844 %	2.0942408377 %
/build/buildd/eglibc-2.19/rt/../sysdeps/unix/clock_gettime.c:clock_gettime	871	335	201	67	32	0	56	0	0	748	303	201	7.03624733475 %	7.69230769231 %	5.97014925373 %	3.98009950249 %	6.42939150402 %	0.0 %
TComSlice::initSlice	832	160	576	96	37	149	96	32	121	640	91	306	17.9846938776 %	11.5384615385 %	25.2717391304 %	15.8801020408 %	11.5384615385 %	20.7880434783 %
TComSlice::decodingRefreshMarking	829	401	103	128	53	5	128	20	3	573	328	95	13.9534883721 %	15.4402895054 %	11.5079365079 %	11.327831958 %	15.4402895054 %	4.56349206349 %
df::program_options_lite::Option<SMultiValueInput<int>	810	206	208	4	31	4	4	0	0	802	175	204	3.1862745098 %	0.493827160494 %	8.45410628019 %	0.326797385621 %	0.493827160494 %	0.0 %
TEncTop::destroy	801	357	175	6	45	1	6	30	0	789	282	174	3.90097524381 %	0.749063670412 %	8.64661654135 %	2.70067516879 %	0.749063670412 %	5.63909774436 %
TComScalingList::destroy	774	171	159	1	9	0	1	9	0	772	153	159	0.905797101449 %	0.129198966408 %	2.72727272727 %	0.905797101449 %	0.129198966408 %	2.72727272727 %
TComSampleAdaptiveOffset::xPCMRestoration	768	448	160	64	161	0	64	19	0	640	268	160	16.351744186 %	8.33333333333 %	26.4802631579 %	6.03197674419 %	8.33333333333 %	3.125 %
/build/buildd/eglibc-2.19/iconv/gconv_simple.c:__gconv_btwoc_ascii	768	256	0	2	0	0	2	0	0	764	256	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../memcpy.S:memcpy	725	275	150	3	7	22	3	0	16	719	268	112	2.78260869565 %	0.413793103448 %	6.82352941176 %	1.65217391304 %	0.413793103448 %	3.76470588235 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../memcmp.S:bcmp	723	272	66	7	34	0	7	14	0	709	224	66	3.86427898209 %	0.968188105118 %	10.0591715976 %	1.97926484449 %	0.968188105118 %	4.14201183432 %
TEncCu::destroy	718	281	212	11	38	0	11	9	0	696	234	212	4.04624277457 %	1.53203342618 %	7.70791075051 %	1.65152766309 %	1.53203342618 %	1.82555780933 %
std::basic_istream<char,	706	297	181	35	36	5	14	0	0	657	261	176	6.41891891892 %	4.95750708215 %	8.57740585774 %	1.18243243243 %	1.98300283286 %	0.0 %
TAppEncCfg::xPrintParameter	690	197	344	56	37	0	55	0	0	579	160	344	7.55483346872 %	8.11594202899 %	6.83918669131 %	4.46791226645 %	7.97101449275 %	0.0 %
std::istream&	682	242	275	24	24	0	4	0	0	654	218	275	4.00333611343 %	3.51906158358 %	4.64216634429 %	0.333611342786 %	0.58651026393 %	0.0 %
operator>>	664	182	286	18	71	0	8	0	0	638	111	286	7.86219081272 %	2.71084337349 %	15.1709401709 %	0.706713780919 %	1.20481927711 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-fini.c:_dl_sort_fini	659	204	94	7	10	0	7	8	0	645	186	94	1.77638453501 %	1.062215478 %	3.35570469799 %	1.56739811912 %	1.062215478 %	2.68456375839 %
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc_init_state	654	4	260	2	0	32	2	0	32	650	4	196	3.7037037037 %	0.305810397554 %	12.1212121212 %	3.7037037037 %	0.305810397554 %	12.1212121212 %
df::program_options_lite::Option<int>::setDefault	625	500	125	0	47	24	0	0	10	625	453	91	5.68 %	0.0 %	11.36 %	0.8 %	0.0 %	1.6 %
TComYuv::~TComYuv	623	198	254	1	0	0	1	0	0	621	198	254	0.093023255814 %	0.16051364366 %	0.0 %	0.093023255814 %	0.16051364366 %	0.0 %
std::num_get<char,	622	226	234	49	45	5	10	0	0	563	181	229	9.14972273567 %	7.87781350482 %	10.8695652174 %	0.924214417745 %	1.6077170418 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-load.c:_dl_init_paths	609	81	153	14	4	14	14	3	13	581	74	126	3.79596678529 %	2.29885057471 %	7.69230769231 %	3.55871886121 %	2.29885057471 %	6.83760683761 %
TEncCavlc::codeTilesWPPEntryPoint	608	288	160	64	2	0	64	0	0	480	286	160	6.25 %	10.5263157895 %	0.446428571429 %	6.06060606061 %	10.5263157895 %	0.0 %
TEncGOP::arrangeLongtermPicturesInRPS	608	256	192	64	10	64	64	0	64	480	246	64	13.0681818182 %	10.5263157895 %	16.5178571429 %	12.1212121212 %	10.5263157895 %	14.2857142857 %
df::program_options_lite::Option<GOPEntry>::parse	604	176	304	34	44	6	12	0	0	558	132	298	7.74907749077 %	5.62913907285 %	10.4166666667 %	1.10701107011 %	1.98675496689 %	0.0 %
/build/buildd/eglibc-2.19/libio/genops.c:_IO_un_link	598	191	170	28	28	9	19	7	1	551	156	160	6.77789363921 %	4.68227424749 %	10.2493074792 %	2.81543274244 %	3.17725752508 %	2.21606648199 %
TEncCavlc::codeProfileTier	578	94	272	7	5	0	6	5	0	565	84	272	1.27118644068 %	1.21107266436 %	1.36612021858 %	1.16525423729 %	1.03806228374 %	1.36612021858 %
TEncSlice::precompressSlice	576	256	160	96	64	0	96	64	0	384	128	160	16.1290322581 %	16.6666666667 %	15.3846153846 %	16.1290322581 %	16.6666666667 %	15.3846153846 %
/build/buildd/eglibc-2.19/elf/dl-error.c:_dl_catch_error	572	156	299	4	12	6	4	0	4	564	144	289	2.14216163583 %	0.699300699301 %	3.95604395604 %	0.778967867575 %	0.699300699301 %	0.879120879121 %
/build/buildd/eglibc-2.19/elf/../elf/dl-sysdep.c:_dl_sysdep_start	572	144	53	12	34	6	11	19	6	549	91	41	6.76202860858 %	2.0979020979 %	20.3045685279 %	4.68140442133 %	1.92307692308 %	12.6903553299 %
TComYuv::TComYuv	570	114	285	2	0	26	1	0	26	567	114	233	2.88957688338 %	0.350877192982 %	6.51629072682 %	2.78637770898 %	0.175438596491 %	6.51629072682 %
TEncSearch::~TEncSearch	567	188	154	10	22	1	10	17	1	547	149	152	3.6303630363 %	1.76366843034 %	6.72514619883 %	3.0803080308 %	1.76366843034 %	5.26315789474 %
df::program_options_lite::Option<SMultiValueInput<bool>	560	144	152	3	17	0	3	0	0	554	127	152	2.33644859813 %	0.535714285714 %	5.74324324324 %	0.35046728972 %	0.535714285714 %	0.0 %
TEncSbac::~TEncSbac	553	183	253	2	1	4	1	0	2	550	182	247	0.707785642063 %	0.361663652803 %	1.14678899083 %	0.303336703741 %	0.180831826401 %	0.45871559633 %
std::vector<bool,	552	136	160	5	1	4	5	0	1	542	135	155	1.17924528302 %	0.905797101449 %	1.68918918919 %	0.707547169811 %	0.905797101449 %	0.337837837838 %
/build/buildd/eglibc-2.19/stdlib/strtod_l.c:str_to_mpn.isra.0	545	121	85	23	6	7	6	1	2	516	114	76	4.79360852197 %	4.22018348624 %	6.31067961165 %	1.19840213049 %	1.10091743119 %	1.45631067961 %
TEncBinCABACCounter::TEncBinCABACCounter	540	144	216	3	0	0	1	0	0	536	144	216	0.333333333333 %	0.555555555556 %	0.0 %	0.111111111111 %	0.185185185185 %	0.0 %
TEncBinCABACCounter::~TEncBinCABACCounter	538	178	250	2	2	1	2	0	0	534	176	249	0.517598343685 %	0.371747211896 %	0.700934579439 %	0.207039337474 %	0.371747211896 %	0.0 %
SyntaxElementWriter::xWriteSvlc	534	140	175	33	6	0	33	0	0	468	134	175	4.59363957597 %	6.1797752809 %	1.90476190476 %	3.88692579505 %	6.1797752809 %	0.0 %
TEncGOP::printOutSummary	532	154	158	50	22	3	50	14	3	432	118	152	8.88625592417 %	9.3984962406 %	8.01282051282 %	7.93838862559 %	9.3984962406 %	5.44871794872 %
/build/buildd/eglibc-2.19/libio/libioP.h:fflush	528	144	144	0	0	0	0	0	0	528	144	144	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncCavlc::setBitstream	524	393	131	47	0	0	47	0	0	430	393	131	4.48473282443 %	8.96946564885 %	0.0 %	4.48473282443 %	8.96946564885 %	0.0 %
TComRPSList::getNumberOfReferencePictureSets	513	513	0	32	57	0	32	31	0	449	425	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncCavlc::getNumberOfWrittenBits	512	320	128	32	32	0	32	31	0	448	257	128	6.66666666667 %	6.25 %	7.14285714286 %	6.5625 %	6.25 %	6.91964285714 %
df::program_options_lite::Option<SMultiValueInput<int>	512	150	116	4	23	3	4	0	0	504	127	113	3.85604113111 %	0.78125 %	9.77443609023 %	0.514138817481 %	0.78125 %	0.0 %
/build/buildd/eglibc-2.19/libio/genops.c:_IO_link_in	510	155	150	21	19	9	7	0	1	482	136	140	6.01226993865 %	4.11764705882 %	9.18032786885 %	0.981595092025 %	1.37254901961 %	0.327868852459 %
/build/buildd/eglibc-2.19/libio/ioputs.c:puts	504	189	126	10	13	1	10	1	0	484	175	125	2.9304029304 %	1.98412698413 %	4.44444444444 %	1.3431013431 %	1.98412698413 %	0.31746031746 %
std::vector<int,	498	140	125	42	11	4	42	3	2	414	126	119	7.47051114024 %	8.43373493976 %	5.66037735849 %	6.15989515072 %	8.43373493976 %	1.88679245283 %
TEncCavlc::codeSPS	498	96	287	20	18	1	20	3	0	458	75	286	4.4267877412 %	4.01606425703 %	4.96083550914 %	2.61066969353 %	4.01606425703 %	0.783289817232 %
WeightPredAnalysis::WeightPredAnalysis	494	2	386	3	1	108	3	0	108	488	1	170	12.6984126984 %	0.607287449393 %	28.0927835052 %	12.5850340136 %	0.607287449393 %	27.8350515464 %
df::program_options_lite::Option<double>::~Option	488	128	128	2	24	1	2	0	0	484	104	127	3.62903225806 %	0.409836065574 %	9.765625 %	0.268817204301 %	0.409836065574 %	0.0 %
__libc_csu_init	482	159	210	3	12	0	2	6	0	477	141	210	1.76263219741 %	0.622406639004 %	3.25203252033 %	0.940070505288 %	0.414937759336 %	1.62601626016 %
df::program_options_lite::Option<SMultiValueInput<unsigned	482	158	192	23	29	10	19	0	0	440	129	182	7.45192307692 %	4.77178423237 %	11.1428571429 %	2.28365384615 %	3.94190871369 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-fini.c:_dl_fini	474	157	86	11	54	12	11	29	7	452	74	67	10.7391910739 %	2.32067510549 %	27.1604938272 %	6.55509065551 %	2.32067510549 %	14.8148148148 %
/build/buildd/eglibc-2.19/elf/dl-minimal.c:malloc	468	156	195	1	0	8	1	0	3	466	156	184	1.0989010989 %	0.213675213675 %	2.2792022792 %	0.4884004884 %	0.213675213675 %	0.854700854701 %
std::basic_filebuf<char,	467	66	256	37	21	15	10	0	0	420	45	241	9.25221799747 %	7.92291220557 %	11.1801242236 %	1.26742712294 %	2.14132762313 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<bool>	456	144	96	7	19	1	7	0	0	442	125	95	3.87931034483 %	1.5350877193 %	8.33333333333 %	1.00574712644 %	1.5350877193 %	0.0 %
df::program_options_lite::Option<bool>::setDefault	455	364	91	1	38	17	1	1	7	453	325	67	6.15384615385 %	0.21978021978 %	12.0879120879 %	0.989010989011 %	0.21978021978 %	1.75824175824 %
TEncBinCABACCounter::~TEncBinCABACCounter	455	105	175	0	0	0	0	0	0	455	105	175	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
/build/buildd/eglibc-2.19/malloc/arena.c:ptmalloc_init.part.6	452	146	17	6	67	4	6	1	2	440	78	11	12.5203252033 %	1.32743362832 %	43.5582822086 %	1.46341463415 %	1.32743362832 %	1.84049079755 %
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-machine.h:_dl_fixup	440	220	220	12	37	30	7	0	0	421	183	190	8.97727272727 %	2.72727272727 %	15.2272727273 %	0.795454545455 %	1.59090909091 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-init.c:call_init.part.0	438	173	127	3	33	0	3	0	0	432	140	127	4.87804878049 %	0.684931506849 %	11.0 %	0.406504065041 %	0.684931506849 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-environ.c:_dl_next_ld_env_entry	423	145	2	2	48	0	2	48	0	419	49	2	8.77192982456 %	0.472813238771 %	32.6530612245 %	8.77192982456 %	0.472813238771 %	32.6530612245 %
TComPicSym::clearSliceBuffer	416	160	96	64	18	0	64	15	0	288	127	96	12.2023809524 %	15.3846153846 %	7.03125 %	11.755952381 %	15.3846153846 %	5.859375 %
/build/buildd/eglibc-2.19/math/../sysdeps/i386/fpu/s_floor.S:floor	416	160	64	32	1	0	32	0	0	352	159	64	5.15625 %	7.69230769231 %	0.446428571429 %	5.0 %	7.69230769231 %	0.0 %
std::numpunct<char>::_M_initialize_numpunct	415	138	76	6	7	1	6	3	1	403	128	74	2.22575516693 %	1.44578313253 %	3.73831775701 %	1.58982511924 %	1.44578313253 %	1.8691588785 %
df::program_options_lite::Option<SMultiValueInput<unsigned	408	104	106	4	18	0	4	0	0	400	86	106	3.55987055016 %	0.980392156863 %	8.57142857143 %	0.647249190939 %	0.980392156863 %	0.0 %
df::program_options_lite::Option<std::string>::~Option	408	102	102	5	12	2	5	0	0	398	90	100	3.1045751634 %	1.22549019608 %	6.86274509804 %	0.816993464052 %	1.22549019608 %	0.0 %
TEncBinCABAC::TEncBinCABAC	407	74	222	4	1	24	2	0	20	401	73	178	4.12517780939 %	0.982800982801 %	8.44594594595 %	3.12944523471 %	0.4914004914 %	6.75675675676 %
TComPic::TComPic	396	22	330	20	0	36	20	0	31	356	22	263	7.48663101604 %	5.05050505051 %	10.2272727273 %	6.81818181818 %	5.05050505051 %	8.80681818182 %
/build/buildd/eglibc-2.19/libio/iofclose.c:fclose@@GLIBC_2.1	389	137	97	24	25	0	16	8	0	349	104	97	7.86516853933 %	6.16966580977 %	10.6837606838 %	3.85232744783 %	4.11311053985 %	3.4188034188 %
TEncCavlc::setSlice	384	288	96	0	0	0	0	0	0	384	288	96	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TComSampleAdaptiveOffset::PCMLFDisableProcess	384	128	160	64	0	0	64	0	0	256	128	160	9.52380952381 %	16.6666666667 %	0.0 %	9.52380952381 %	16.6666666667 %	0.0 %
TComTile::TComTile	384	64	224	32	0	31	32	0	2	320	64	191	9.375 %	8.33333333333 %	10.7638888889 %	5.05952380952 %	8.33333333333 %	0.694444444444 %
std::num_get<char,	378	156	156	9	2	0	3	0	0	366	154	156	1.59420289855 %	2.38095238095 %	0.641025641026 %	0.434782608696 %	0.793650793651 %	0.0 %
df::program_options_lite::parseGNU	378	96	138	16	12	0	11	0	0	351	84	138	4.57516339869 %	4.2328042328 %	5.12820512821 %	1.79738562092 %	2.91005291005 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-minimal.c:calloc	374	119	102	2	0	4	2	0	2	370	119	96	1.00840336134 %	0.534759358289 %	1.80995475113 %	0.672268907563 %	0.534759358289 %	0.904977375566 %
/build/buildd/eglibc-2.19/stdio-common/../include/rounding-mode.h:__printf_fp	367	73	0	0	0	0	0	0	0	367	73	0	0 %	0 %	0 %	0 %	0 %	0 %
_GLOBAL__sub_I_Debug.cpp	363	102	201	22	17	2	22	0	0	319	85	199	6.15615615616 %	6.06060606061 %	6.27062706271 %	3.3033033033 %	6.06060606061 %	0.0 %
/build/buildd/eglibc-2.19/stdlib/cxa_finalize.c:__cxa_finalize	363	97	57	6	4	0	6	2	0	351	91	57	1.93423597679 %	1.65289256198 %	2.5974025974 %	1.54738878143 %	1.65289256198 %	1.2987012987 %
__gnu_cxx::stdio_sync_filebuf<char,	361	149	149	7	7	0	3	0	0	351	142	149	2.12443095599 %	1.93905817175 %	2.34899328859 %	0.455235204856 %	0.831024930748 %	0.0 %
std::ostream::put	360	162	81	7	1	0	5	0	0	348	161	81	1.32669983416 %	1.94444444444 %	0.411522633745 %	0.829187396352 %	1.38888888889 %	0.0 %
indentNewLines	360	102	132	5	15	0	5	0	0	350	87	132	3.367003367 %	1.38888888889 %	6.41025641026 %	0.841750841751 %	1.38888888889 %	0.0 %
/build/buildd/eglibc-2.19/io/../sysdeps/unix/syscall-template.S:open	355	130	63	4	0	3	2	0	0	349	130	60	1.27737226277 %	1.12676056338 %	1.55440414508 %	0.36496350365 %	0.56338028169 %	0.0 %
lineWrap	354	128	115	7	11	0	7	0	0	340	117	115	3.01507537688 %	1.97740112994 %	4.52674897119 %	1.17252931323 %	1.97740112994 %	0.0 %
WeightPredAnalysis::xRestoreWPparam	352	256	96	64	32	6	64	32	0	224	192	90	14.4886363636 %	18.1818181818 %	10.7954545455 %	13.6363636364 %	18.1818181818 %	9.09090909091 %
/build/buildd/eglibc-2.19/stdlib/strtod_l.c:round_and_return	352	100	96	19	0	3	8	0	1	325	100	92	4.01459854015 %	5.39772727273 %	1.5306122449 %	1.64233576642 %	2.27272727273 %	0.510204081633 %
EnvVar::~EnvVar	352	97	61	4	24	0	4	21	0	344	52	61	5.49019607843 %	1.13636363636 %	15.1898734177 %	4.90196078431 %	1.13636363636 %	13.2911392405 %
std::numpunct<wchar_t>::_M_initialize_numpunct	352	75	76	5	5	7	5	0	7	342	70	62	3.37972166998 %	1.42045454545 %	7.94701986755 %	2.38568588469 %	1.42045454545 %	4.6357615894 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_fopen@@GLIBC_2.1	351	83	95	23	5	0	9	3	0	319	75	95	5.29300567108 %	6.55270655271 %	2.80898876404 %	2.26843100189 %	2.5641025641 %	1.68539325843 %
/build/buildd/eglibc-2.19/elf/dl-tls.c:_dl_allocate_tls_storage	345	8	313	3	2	39	3	0	38	339	6	236	6.60660660661 %	0.869565217391 %	12.7725856698 %	6.15615615616 %	0.869565217391 %	11.8380062305 %
_GLOBAL__sub_I_TEncAnalyze.cpp	341	13	106	7	0	15	7	0	15	327	13	76	4.78260869565 %	2.05278592375 %	12.6050420168 %	4.78260869565 %	2.05278592375 %	12.6050420168 %
std::istream&	340	116	138	20	9	4	4	0	0	316	107	134	5.55555555556 %	5.88235294118 %	5.11811023622 %	0.673400673401 %	1.17647058824 %	0.0 %
std::basic_filebuf<char,	339	95	160	21	14	4	14	3	2	304	78	154	6.56565656566 %	6.19469026549 %	7.05882352941 %	3.19865319865 %	4.12979351032 %	1.96078431373 %
std::basic_filebuf<char,	337	111	161	21	20	12	7	0	0	309	91	149	8.70279146141 %	6.23145400593 %	11.7647058824 %	1.14942528736 %	2.07715133531 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-deps.c:openaux	336	132	96	2	3	2	2	0	1	332	129	93	1.24113475177 %	0.595238095238 %	2.19298245614 %	0.531914893617 %	0.595238095238 %	0.438596491228 %
TEncEntropy::encodeSliceHeader	320	192	96	0	32	0	0	31	0	320	129	96	5.26315789474 %	0.0 %	11.1111111111 %	5.09868421053 %	0.0 %	10.7638888889 %
TEncEntropy::encodeTilesWPPEntryPoint	320	192	96	0	32	0	0	2	0	320	158	96	5.26315789474 %	0.0 %	11.1111111111 %	0.328947368421 %	0.0 %	0.694444444444 %
std::istreambuf_iterator<char,	320	120	60	1	1	0	1	0	0	318	119	60	0.4 %	0.3125 %	0.555555555556 %	0.2 %	0.3125 %	0.0 %
TComPrediction::initTempBuff	314	42	155	8	2	0	8	0	0	298	40	155	1.95694716243 %	2.54777070064 %	1.0152284264 %	1.56555772994 %	2.54777070064 %	0.0 %
TComPic::~TComPic	308	99	66	2	5	0	2	5	0	304	89	66	1.4799154334 %	0.649350649351 %	3.0303030303 %	1.4799154334 %	0.649350649351 %	3.0303030303 %
/build/buildd/eglibc-2.19/libio/libioP.h:fwrite	308	84	84	5	0	0	1	0	0	302	84	84	1.05042016807 %	1.62337662338 %	0.0 %	0.210084033613 %	0.324675324675 %	0.0 %
df::program_options_lite::Option<double>::parse	304	90	152	26	16	5	11	0	0	267	74	147	8.60805860806 %	8.55263157895 %	8.67768595041 %	2.01465201465 %	3.61842105263 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-object.c:_dl_add_to_namespace_list	304	86	101	3	7	3	3	0	1	298	79	97	2.64765784114 %	0.986842105263 %	5.34759358289 %	0.81466395112 %	0.986842105263 %	0.534759358289 %
TComTile::~TComTile	301	86	86	66	0	0	66	0	0	169	86	86	13.9534883721 %	21.926910299 %	0.0 %	13.9534883721 %	21.926910299 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../memset.S:__GI_memset	300	12	264	2	0	28	2	0	27	296	12	209	5.20833333333 %	0.666666666667 %	10.1449275362 %	5.03472222222 %	0.666666666667 %	9.78260869565 %
std::string::compare	297	108	99	14	3	0	3	0	0	280	105	99	3.37301587302 %	4.7138047138 %	1.44927536232 %	0.595238095238 %	1.0101010101 %	0.0 %
TComSPS::TComSPS	296	7	179	20	2	22	20	0	22	256	5	135	9.12863070539 %	6.75675675676 %	12.9032258065 %	8.71369294606 %	6.75675675676 %	11.8279569892 %
/build/buildd/eglibc-2.19/stdio-common/../nptl/sysdeps/pthread/allocalim.h:__printf_fp	294	0	0	0	0	0	0	0	0	294	0	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::find_first_not_of	291	125	44	6	1	0	2	0	0	283	124	44	1.52173913043 %	2.0618556701 %	0.591715976331 %	0.434782608696 %	0.687285223368 %	0.0 %
TComRPSList::getReferencePictureSet	288	288	0	32	34	0	32	32	0	224	222	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::storePair	288	95	65	6	25	2	3	0	0	279	70	63	7.36607142857 %	2.08333333333 %	16.875 %	0.669642857143 %	1.04166666667 %	0.0 %
TComPicYuv::~TComPicYuv	287	82	82	1	0	0	1	0	0	285	82	82	0.221729490022 %	0.348432055749 %	0.0 %	0.221729490022 %	0.348432055749 %	0.0 %
std::ctype<wchar_t>::_M_convert_to_wmask	285	68	53	9	1	0	9	0	0	267	67	53	2.46305418719 %	3.15789473684 %	0.826446280992 %	2.21674876847 %	3.15789473684 %	0.0 %
