BasketballPass__QP_42_nF_2_SR_16_MSizeL1_8192_AssL1_8_MSizeLL_4194304_AssLL_8_Word_64	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncCavlc::codeSPS	498	96	287	20	6	0	20	1	0	458	89	287	2.95119182747 %	4.01606425703 %	1.56657963446 %	2.38365493757 %	4.01606425703 %	0.261096605744 %
WeightPredAnalysis::WeightPredAnalysis	494	2	386	3	0	54	3	0	54	488	2	278	6.46258503401 %	0.607287449393 %	13.9175257732 %	6.46258503401 %	0.607287449393 %	13.9175257732 %
df::program_options_lite::Option<double>::~Option	488	128	128	2	10	0	2	0	0	484	118	128	1.61290322581 %	0.409836065574 %	3.90625 %	0.268817204301 %	0.409836065574 %	0.0 %
__mpn_cmp	486	216	54	6	0	0	6	0	0	474	216	54	0.793650793651 %	1.23456790123 %	0.0 %	0.793650793651 %	1.23456790123 %	0.0 %
call_init.part.0	485	159	142	4	27	0	4	0	0	477	132	142	3.94402035623 %	0.824742268041 %	8.97009966777 %	0.508905852417 %	0.824742268041 %	0.0 %
__libc_csu_init	482	159	210	3	8	0	2	3	0	477	148	210	1.29259694477 %	0.622406639004 %	2.16802168022 %	0.587544065805 %	0.414937759336 %	0.813008130081 %
df::program_options_lite::Option<SMultiValueInput<unsigned	482	158	192	28	12	0	18	0	0	436	146	192	4.80769230769 %	5.80912863071 %	3.42857142857 %	2.16346153846 %	3.73443983402 %	0.0 %
std::string::_M_replace_safe	476	408	404	5	2	22	5	1	2	466	405	380	2.25155279503 %	1.05042016807 %	2.95566502463 %	0.621118012422 %	1.05042016807 %	0.369458128079 %
TEncSbac::setSlice	472	354	118	2	0	56	2	0	2	468	354	60	6.14406779661 %	0.423728813559 %	11.8644067797 %	0.423728813559 %	0.423728813559 %	0.423728813559 %
__cxa_finalize	467	145	70	6	4	0	6	1	0	455	140	70	1.46627565982 %	1.28479657388 %	1.86046511628 %	1.02639296188 %	1.28479657388 %	0.46511627907 %
_dl_fini	461	174	88	11	31	11	11	20	7	439	123	70	7.3305670816 %	2.38611713666 %	16.0305343511 %	5.25587828492 %	2.38611713666 %	10.3053435115 %
0x00019b28	456	456	0	12	0	0	2	0	0	442	456	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Option<SMultiValueInput<bool>	456	144	96	7	12	0	7	0	0	442	132	96	2.72988505747 %	1.5350877193 %	5.0 %	1.00574712644 %	1.5350877193 %	0.0 %
df::program_options_lite::Option<bool>::setDefault	455	364	91	1	0	8	1	0	2	453	364	81	0.989010989011 %	0.21978021978 %	1.75824175824 %	0.32967032967 %	0.21978021978 %	0.43956043956 %
TEncBinCABACCounter::~TEncBinCABACCounter	455	105	175	0	0	0	0	0	0	455	105	175	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TComDataCU::~TComDataCU	448	128	128	1	0	0	0	0	0	447	128	128	0.142045454545 %	0.223214285714 %	0.0 %	0.0 %	0.0 %	0.0 %
std::vector<unsigned	444	128	104	22	4	0	21	0	0	401	124	104	3.84615384615 %	4.95495495495 %	1.72413793103 %	3.10650887574 %	4.72972972973 %	0.0 %
std::ostream::put	441	207	108	7	3	0	5	0	0	429	204	108	1.32275132275 %	1.5873015873 %	0.952380952381 %	0.661375661376 %	1.13378684807 %	0.0 %
fclose@@GLIBC_2.1	430	135	100	29	22	0	18	4	0	383	109	100	7.66917293233 %	6.74418604651 %	9.36170212766 %	3.30827067669 %	4.18604651163 %	1.70212765957 %
TComPic::compressMotion	428	182	120	3	6	0	2	0	0	423	176	120	1.23287671233 %	0.700934579439 %	1.98675496689 %	0.27397260274 %	0.467289719626 %	0.0 %
0x001366b7	422	422	0	0	0	0	0	0	0	422	422	0	0 %	0 %	0 %	0 %	0 %	0 %
__read_nocancel	420	252	84	0	0	0	0	0	0	420	252	84	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TAppEncTop::encode	418	131	206	47	37	9	37	7	0	334	87	197	12.3178807947 %	11.2440191388 %	13.649851632 %	5.82781456954 %	8.85167464115 %	2.07715133531 %
std::__cxx11::numpunct<char>::_M_initialize_numpunct	415	138	76	7	4	0	7	1	0	401	133	76	1.74880763116 %	1.68674698795 %	1.8691588785 %	1.27186009539 %	1.68674698795 %	0.467289719626 %
std::numpunct<char>::_M_initialize_numpunct	415	138	76	7	3	2	7	0	0	401	135	74	1.90779014308 %	1.68674698795 %	2.33644859813 %	1.11287758347 %	1.68674698795 %	0.0 %
std::num_get<char,	411	178	156	7	8	0	3	0	0	401	170	156	2.01342281879 %	1.70316301703 %	2.39520958084 %	0.402684563758 %	0.729927007299 %	0.0 %
TComSlice::checkThatAllRefPicsAreAvailable	408	185	87	20	1	0	20	1	0	368	183	87	3.08823529412 %	4.90196078431 %	0.367647058824 %	3.08823529412 %	4.90196078431 %	0.367647058824 %
df::program_options_lite::Option<SMultiValueInput<unsigned	408	104	106	4	8	0	4	0	0	400	96	106	1.94174757282 %	0.980392156863 %	3.80952380952 %	0.647249190939 %	0.980392156863 %	0.0 %
df::program_options_lite::Option<std::string>::~Option	408	102	102	5	8	0	5	0	0	398	94	102	2.12418300654 %	1.22549019608 %	3.92156862745 %	0.816993464052 %	1.22549019608 %	0.0 %
TEncBinCABAC::TEncBinCABAC	407	74	222	4	0	2	2	0	1	401	74	219	0.853485064011 %	0.982800982801 %	0.675675675676 %	0.426742532006 %	0.4914004914 %	0.337837837838 %
std::_List_base<AccessUnit,	400	149	121	23	10	3	20	0	1	357	139	117	5.37313432836 %	5.75 %	4.81481481481 %	3.13432835821 %	5.0 %	0.37037037037 %
_IO_file_sync@@GLIBC_2.1	399	152	95	10	0	0	6	0	0	383	152	95	1.5479876161 %	2.50626566416 %	0.0 %	0.928792569659 %	1.5037593985 %	0.0 %
round_and_return	398	94	84	28	0	5	9	0	1	361	94	78	5.72916666667 %	7.0351758794 %	2.80898876404 %	1.73611111111 %	2.26130653266 %	0.561797752809 %
std::basic_filebuf<char,	397	66	261	35	19	4	9	0	0	353	47	257	8.01104972376 %	8.8161209068 %	7.03363914373 %	1.24309392265 %	2.26700251889 %	0.0 %
std::basic_filebuf<char,	390	116	167	28	16	0	13	2	0	349	98	167	6.53789004458 %	7.17948717949 %	5.65371024735 %	2.22882615156 %	3.33333333333 %	0.706713780919 %
isnan	384	96	0	12	0	0	6	0	0	366	96	0	0 %	0 %	0 %	0 %	0 %	0 %
0x000a0c00	382	142	181	34	19	5	34	0	3	314	123	173	8.22695035461 %	8.90052356021 %	7.43034055728 %	5.24822695035 %	8.90052356021 %	0.928792569659 %
std::istream&	378	134	144	18	4	0	5	0	0	355	130	144	3.35365853659 %	4.7619047619 %	1.43884892086 %	0.762195121951 %	1.32275132275 %	0.0 %
df::program_options_lite::parseGNU	378	96	138	11	8	0	9	0	0	358	88	138	3.1045751634 %	2.91005291005 %	3.4188034188 %	1.47058823529 %	2.38095238095 %	0.0 %
isinf	378	81	0	0	0	0	0	0	0	378	81	0	0 %	0 %	0 %	0 %	0 %	0 %
std::vector<unsigned	375	115	85	22	4	0	13	0	0	340	111	85	4.52173913043 %	5.86666666667 %	2.0 %	2.26086956522 %	3.46666666667 %	0.0 %
__writev_nocancel	370	222	74	2	0	0	2	0	0	366	222	74	0.3003003003 %	0.540540540541 %	0.0 %	0.3003003003 %	0.540540540541 %	0.0 %
ptmalloc_init.part.7	370	118	18	7	34	3	7	2	1	356	82	14	8.69565217391 %	1.89189189189 %	27.2058823529 %	1.97628458498 %	1.89189189189 %	2.20588235294 %
TEncTop::selectReferencePictureSet	367	146	33	10	26	3	10	19	3	347	101	27	7.14285714286 %	2.72479564033 %	16.2011173184 %	5.86080586081 %	2.72479564033 %	12.2905027933 %
_GLOBAL__sub_I_Debug.cpp	363	102	201	22	7	0	22	0	0	319	95	201	4.35435435435 %	6.06060606061 %	2.3102310231 %	3.3033033033 %	6.06060606061 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<char,	361	149	149	7	5	0	3	0	0	351	144	149	1.82094081942 %	1.93905817175 %	1.67785234899 %	0.455235204856 %	0.831024930748 %	0.0 %
indentNewLines	360	102	132	5	3	0	5	0	0	350	99	132	1.3468013468 %	1.38888888889 %	1.28205128205 %	0.841750841751 %	1.38888888889 %	0.0 %
lineWrap	354	128	115	7	3	0	7	0	0	340	125	115	1.67504187605 %	1.97740112994 %	1.23456790123 %	1.17252931323 %	1.97740112994 %	0.0 %
std::__cxx11::numpunct<wchar_t>::_M_initialize_numpunct	353	75	76	5	5	3	5	0	3	343	70	70	2.57936507937 %	1.4164305949 %	5.29801324503 %	1.5873015873 %	1.4164305949 %	1.98675496689 %
std::numpunct<wchar_t>::_M_initialize_numpunct	353	75	76	5	2	3	5	0	0	343	73	73	1.98412698413 %	1.4164305949 %	3.31125827815 %	0.992063492063 %	1.4164305949 %	0.0 %
EnvVar::~EnvVar	352	97	61	4	13	0	4	11	0	344	73	61	3.33333333333 %	1.13636363636 %	8.22784810127 %	2.94117647059 %	1.13636363636 %	6.96202531646 %
_dl_allocate_tls_storage	351	10	318	3	0	20	3	0	20	345	10	278	3.38733431517 %	0.854700854701 %	6.09756097561 %	3.38733431517 %	0.854700854701 %	6.09756097561 %
_IO_file_fopen@@GLIBC_2.1	346	83	95	24	4	0	9	2	0	313	77	95	5.34351145038 %	6.93641618497 %	2.24719101124 %	2.09923664122 %	2.60115606936 %	1.12359550562 %
_GLOBAL__sub_I_TEncAnalyze.cpp	341	13	106	7	0	8	7	0	8	327	13	90	3.26086956522 %	2.05278592375 %	6.72268907563 %	3.26086956522 %	2.05278592375 %	6.72268907563 %
__GI_memset	340	24	268	6	0	14	2	0	14	332	24	240	3.16455696203 %	1.76470588235 %	4.79452054795 %	2.53164556962 %	0.588235294118 %	4.79452054795 %
_dl_add_to_namespace_list	328	86	101	2	4	0	2	0	0	324	82	101	1.16504854369 %	0.609756097561 %	2.13903743316 %	0.388349514563 %	0.609756097561 %	0.0 %
std::basic_filebuf<char,	327	106	156	21	15	3	7	0	0	299	91	153	6.62139219015 %	6.42201834862 %	6.87022900763 %	1.18845500849 %	2.14067278287 %	0.0 %
std::locale::facet::_S_get_c_locale	323	101	61	6	2	0	2	0	0	315	99	61	1.64948453608 %	1.85758513932 %	1.23456790123 %	0.412371134021 %	0.61919504644 %	0.0 %
_dl_next_ld_env_entry	322	110	1	2	22	0	2	22	0	318	66	1	5.54272517321 %	0.621118012422 %	19.8198198198 %	5.54272517321 %	0.621118012422 %	19.8198198198 %
TComPrediction::initTempBuff	314	42	155	8	2	0	8	0	0	298	40	155	1.95694716243 %	2.54777070064 %	1.0152284264 %	1.56555772994 %	2.54777070064 %	0.0 %
TComOutputBitstream::~TComOutputBitstream	307	85	99	14	0	1	4	0	0	289	85	98	3.0549898167 %	4.56026058632 %	0.54347826087 %	0.81466395112 %	1.30293159609 %	0.0 %
TComPicYuv::TComPicYuv	306	34	221	8	0	1	6	0	0	292	34	220	1.60427807487 %	2.61437908497 %	0.392156862745 %	1.06951871658 %	1.96078431373 %	0.0 %
df::program_options_lite::Option<double>::parse	304	90	152	22	6	0	11	0	0	271	84	152	5.12820512821 %	7.23684210526 %	2.47933884298 %	2.01465201465 %	3.61842105263 %	0.0 %
TComPic::create	302	130	152	16	16	4	16	1	0	270	113	148	6.16438356164 %	5.29801324503 %	7.09219858156 %	2.91095890411 %	5.29801324503 %	0.354609929078 %
TComSPS::TComSPS	296	7	179	20	1	11	20	0	11	256	6	157	6.63900414938 %	6.75675675676 %	6.45161290323 %	6.43153526971 %	6.75675675676 %	5.91397849462 %
std::ctype<wchar_t>::_M_convert_to_wmask	293	70	56	9	0	0	9	0	0	275	70	56	2.14797136038 %	3.07167235495 %	0.0 %	2.14797136038 %	3.07167235495 %	0.0 %
TComReferencePictureSet::getNumberOfPictures	288	288	0	3	0	0	3	0	0	282	288	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::storePair	288	95	65	8	16	0	3	0	0	277	79	65	5.35714285714 %	2.77777777778 %	10.0 %	0.669642857143 %	1.04166666667 %	0.0 %
void	286	110	68	26	12	3	5	1	0	255	97	65	8.83620689655 %	9.09090909091 %	8.42696629213 %	1.29310344828 %	1.74825174825 %	0.561797752809 %
TEncSlice::setUpLambda	286	90	82	14	4	7	13	3	4	259	83	71	5.45851528384 %	4.8951048951 %	6.39534883721 %	4.36681222707 %	4.54545454545 %	4.06976744186 %
TComSlice::applyReferencePictureSet	282	126	51	19	2	0	19	1	0	244	123	51	4.57516339869 %	6.73758865248 %	1.12994350282 %	4.35729847495 %	6.73758865248 %	0.564971751412 %
_IO_file_close_it@@GLIBC_2.1	275	60	120	16	4	0	9	1	0	250	55	120	4.3956043956 %	5.81818181818 %	2.22222222222 %	2.1978021978 %	3.27272727273 %	0.555555555556 %
TComSlice::setRefPicList	274	54	90	24	7	6	24	0	4	226	47	80	8.85167464115 %	8.75912408759 %	9.02777777778 %	6.6985645933 %	8.75912408759 %	2.77777777778 %
rtld_lock_default_lock_recursive	273	182	91	2	0	11	2	0	1	269	182	79	2.38095238095 %	0.732600732601 %	4.0293040293 %	0.549450549451 %	0.732600732601 %	0.3663003663 %
rtld_lock_default_unlock_recursive	273	182	91	0	0	1	0	0	0	273	182	90	0.18315018315 %	0.0 %	0.3663003663 %	0.0 %	0.0 %	0.0 %
TEncTop::xInitPPS	270	58	54	17	4	3	17	0	0	236	54	51	6.28272251309 %	6.2962962963 %	6.25 %	4.4502617801 %	6.2962962963 %	0.0 %
df::program_options_lite::parseConfigFile	268	92	128	26	19	2	10	0	0	232	73	126	9.63114754098 %	9.70149253731 %	9.54545454545 %	2.04918032787 %	3.73134328358 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<unsigned	266	78	62	4	4	0	3	0	0	259	74	62	1.97044334975 %	1.5037593985 %	2.85714285714 %	0.738916256158 %	1.12781954887 %	0.0 %
std::string::_S_construct	262	74	104	2	5	0	2	0	0	258	69	104	1.59090909091 %	0.763358778626 %	2.80898876404 %	0.454545454545 %	0.763358778626 %	0.0 %
df::program_options_lite::Options::addOptions	260	195	65	2	0	1	1	0	0	257	195	64	0.576923076923 %	0.769230769231 %	0.384615384615 %	0.192307692308 %	0.384615384615 %	0.0 %
TComOutputBitstream::TComOutputBitstream	260	65	130	9	0	2	5	0	0	246	65	128	2.41758241758 %	3.46153846154 %	1.02564102564 %	1.0989010989 %	1.92307692308 %	0.0 %
TEncBinCABAC::~TEncBinCABAC	259	74	74	2	0	1	0	0	0	257	74	73	0.737100737101 %	0.772200772201 %	0.675675675676 %	0.0 %	0.0 %	0.0 %
std::__basic_file<char>::close	258	84	89	12	7	4	7	1	0	239	76	85	5.33642691415 %	4.6511627907 %	6.35838150289 %	1.85614849188 %	2.71317829457 %	0.578034682081 %
NALUnitEBSP::NALUnitEBSP	258	78	141	10	9	1	8	3	1	240	66	139	4.1928721174 %	3.87596899225 %	4.56621004566 %	2.51572327044 %	3.1007751938 %	1.82648401826 %
std::ostream::flush	252	108	60	6	12	0	4	10	0	242	86	60	4.28571428571 %	2.38095238095 %	7.14285714286 %	3.33333333333 %	1.5873015873 %	5.95238095238 %
printMacroSettings	251	95	113	19	10	0	15	0	0	217	85	113	6.31808278867 %	7.56972111554 %	4.80769230769 %	3.26797385621 %	5.97609561753 %	0.0 %
std::list<std::pair<std::string,	250	78	68	5	0	0	5	0	0	240	78	68	1.26262626263 %	2.0 %	0.0 %	1.26262626263 %	2.0 %	0.0 %
_IO_file_open	250	65	65	12	0	2	4	0	0	234	65	63	3.68421052632 %	4.8 %	1.53846153846 %	1.05263157895 %	1.6 %	0.0 %
std::string::find_first_not_of	248	117	33	5	0	0	2	0	0	241	117	33	1.25628140704 %	2.01612903226 %	0.0 %	0.502512562814 %	0.806451612903 %	0.0 %
TComVPS::TComVPS	246	10	84	12	0	7	6	0	5	228	10	72	5.58823529412 %	4.87804878049 %	7.44680851064 %	3.23529411765 %	2.43902439024 %	5.31914893617 %
TComReferencePictureSet::setRefIdc	245	196	49	1	0	3	1	0	0	243	196	46	0.816326530612 %	0.408163265306 %	1.22448979592 %	0.204081632653 %	0.408163265306 %	0.0 %
TEncSbac::~TEncSbac	245	70	70	1	0	0	0	0	0	244	70	70	0.25974025974 %	0.408163265306 %	0.0 %	0.0 %	0.0 %	0.0 %
writeNalUnitHeader	244	52	162	15	0	0	9	0	0	220	52	162	3.27510917031 %	6.14754098361 %	0.0 %	1.96506550218 %	3.68852459016 %	0.0 %
0x000f3110	240	85	55	4	1	0	3	0	0	233	84	55	1.31578947368 %	1.66666666667 %	0.714285714286 %	0.789473684211 %	1.25 %	0.0 %
TComRdCost::setLambda	236	96	74	16	4	3	16	2	2	204	90	69	5.66502463054 %	6.77966101695 %	4.11764705882 %	4.92610837438 %	6.77966101695 %	2.35294117647 %
df::program_options_lite::parseSHORT	236	64	86	20	14	1	9	0	0	207	50	85	9.06735751295 %	8.47457627119 %	10.0 %	2.33160621762 %	3.81355932203 %	0.0 %
strdup	234	54	108	4	4	0	3	0	0	227	50	108	2.0202020202 %	1.7094017094 %	2.46913580247 %	0.757575757576 %	1.28205128205 %	0.0 %
std::string::compare	231	84	77	12	5	0	2	0	0	217	79	77	4.33673469388 %	5.19480519481 %	3.10559006211 %	0.510204081633 %	0.865800865801 %	0.0 %
openaux	228	108	72	1	0	4	1	0	0	226	108	68	1.22549019608 %	0.438596491228 %	2.22222222222 %	0.245098039216 %	0.438596491228 %	0.0 %
splitOnSettings	228	72	85	4	2	0	4	0	0	220	70	85	1.55844155844 %	1.75438596491 %	1.27388535032 %	1.03896103896 %	1.75438596491 %	0.0 %
df::program_options_lite::Option<Level::Name>::parse	226	66	95	17	2	1	14	1	0	195	63	94	5.16795865633 %	7.52212389381 %	1.86335403727 %	3.87596899225 %	6.19469026549 %	0.621118012422 %
__fopen_internal	225	35	110	12	4	5	4	0	1	209	31	104	5.67567567568 %	5.33333333333 %	6.20689655172 %	1.35135135135 %	1.77777777778 %	0.689655172414 %
TEncTop::xInitSPS	223	65	72	17	12	8	17	0	0	189	53	64	10.2777777778 %	7.62331838565 %	14.598540146 %	4.72222222222 %	7.62331838565 %	0.0 %
df::program_options_lite::Option<ExtendedProfileName>::parse	222	70	97	21	16	1	19	1	0	182	53	96	9.76863753213 %	9.45945945946 %	10.1796407186 %	5.14138817481 %	8.55855855856 %	0.59880239521 %
std::ctype<char>::ctype	218	16	149	7	2	8	7	0	8	204	14	133	4.43864229765 %	3.21100917431 %	6.06060606061 %	3.91644908616 %	3.21100917431 %	4.84848484848 %
____strtoul_l_internal	216	66	34	14	7	0	13	2	0	189	57	34	6.64556962025 %	6.48148148148 %	7.0 %	4.74683544304 %	6.01851851852 %	2.0 %
TComPicYuv::~TComPicYuv	215	70	94	5	1	1	4	0	0	206	69	93	1.84696569921 %	2.32558139535 %	1.21951219512 %	1.05540897098 %	1.86046511628 %	0.0 %
TComRefPicListModification::TComRefPicListModification	214	10	142	8	0	8	8	0	8	198	10	126	4.37158469945 %	3.73831775701 %	5.26315789474 %	4.37158469945 %	3.73831775701 %	5.26315789474 %
mempcpy	211	91	43	2	2	5	2	1	5	207	88	33	2.60869565217 %	0.947867298578 %	5.22388059701 %	2.31884057971 %	0.947867298578 %	4.4776119403 %
std::vector<TComTile,	208	74	40	22	3	2	22	0	0	164	71	38	8.3850931677 %	10.5769230769 %	4.38596491228 %	6.83229813665 %	10.5769230769 %	0.0 %
TEncTop::xGetNewPicBuffer	208	67	72	15	24	8	15	3	0	178	40	64	13.5446685879 %	7.21153846154 %	23.0215827338 %	5.18731988473 %	7.21153846154 %	2.15827338129 %
__GI_strrchr	208	16	2	8	1	0	8	1	0	192	14	2	3.98230088496 %	3.84615384615 %	5.55555555556 %	3.98230088496 %	3.84615384615 %	5.55555555556 %
TEncTop::init	201	133	164	7	10	11	7	0	0	187	123	153	5.62248995984 %	3.48258706468 %	7.07070707071 %	1.40562248996 %	3.48258706468 %	0.0 %
TComPrediction::TComPrediction	200	14	75	5	0	1	5	0	1	190	14	73	2.07612456747 %	2.5 %	1.12359550562 %	2.07612456747 %	2.5 %	1.12359550562 %
handle_intel.isra.0	198	44	57	4	0	0	4	0	0	190	44	57	1.33779264214 %	2.0202020202 %	0.0 %	1.33779264214 %	2.0202020202 %	0.0 %
TComReferencePictureSet::getRefIdc	196	196	0	1	4	0	1	4	0	194	188	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Option<ScalingListMode>::parse	196	60	86	15	3	1	15	1	0	166	56	85	5.55555555556 %	7.65306122449 %	2.7397260274 %	4.6783625731 %	7.65306122449 %	0.684931506849 %
TComYuv::~TComYuv	196	56	56	1	0	0	1	0	0	194	56	56	0.324675324675 %	0.510204081633 %	0.0 %	0.324675324675 %	0.510204081633 %	0.0 %
TComPic::destroy	190	58	64	4	12	0	4	1	0	182	45	64	5.12820512821 %	2.10526315789 %	9.83606557377 %	1.60256410256 %	2.10526315789 %	0.819672131148 %
_IO_no_init	190	50	115	8	0	3	3	0	0	179	50	112	3.0985915493 %	4.21052631579 %	1.81818181818 %	0.845070422535 %	1.57894736842 %	0.0 %
log10	190	30	40	6	0	5	4	0	0	180	30	35	4.23076923077 %	3.15789473684 %	7.14285714286 %	1.53846153846 %	2.10526315789 %	0.0 %
TComReferencePictureSet::~TComReferencePictureSet	189	54	54	2	0	1	2	0	0	185	54	53	1.0101010101 %	1.0582010582 %	0.925925925926 %	0.673400673401 %	1.0582010582 %	0.0 %
clock	189	36	36	12	0	0	9	0	0	168	36	36	4.59770114943 %	6.34920634921 %	0.0 %	3.44827586207 %	4.7619047619 %	0.0 %
write	184	92	0	6	0	0	3	0	0	175	92	0	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_ios<wchar_t,	184	60	88	6	5	0	6	0	0	172	55	88	3.31325301205 %	3.26086956522 %	3.37837837838 %	1.80722891566 %	3.26086956522 %	0.0 %
__log10_finite	184	38	10	6	7	0	4	2	0	174	29	10	5.60344827586 %	3.26086956522 %	14.5833333333 %	2.58620689655 %	2.17391304348 %	4.16666666667 %
TComSlice::createExplicitReferencePictureSetFromReference	183	89	53	7	3	2	7	1	2	169	85	49	3.69230769231 %	3.82513661202 %	3.52112676056 %	3.07692307692 %	3.82513661202 %	2.11267605634 %
__fprintf_chk	183	57	54	4	0	0	4	0	0	175	57	54	1.36054421769 %	2.18579234973 %	0.0 %	1.36054421769 %	2.18579234973 %	0.0 %
_dl_setup_hash	182	70	63	2	11	0	2	11	0	178	48	63	4.12698412698 %	1.0989010989 %	8.27067669173 %	4.12698412698 %	1.0989010989 %	8.27067669173 %
clock_gettime	180	54	45	12	9	1	8	3	1	160	42	43	7.8853046595 %	6.66666666667 %	10.101010101 %	4.30107526882 %	4.44444444444 %	4.0404040404 %
TAppEncTop::TAppEncTop	179	55	92	15	14	7	15	0	2	149	41	83	11.0429447853 %	8.37988826816 %	14.2857142857 %	5.21472392638 %	8.37988826816 %	1.36054421769 %
TEncCavlc::codePPS	176	53	93	15	5	0	15	0	0	146	48	93	6.21118012422 %	8.52272727273 %	3.42465753425 %	4.65838509317 %	8.52272727273 %	0.0 %
TComOutputBitstream::writeAlignZero	175	59	53	6	0	0	4	0	0	165	59	53	2.09059233449 %	3.42857142857 %	0.0 %	1.393728223 %	2.28571428571 %	0.0 %
TEncAnalyze::printOut	170	56	46	16	0	0	16	0	0	138	56	46	5.88235294118 %	9.41176470588 %	0.0 %	5.88235294118 %	9.41176470588 %	0.0 %
TComRPSList::getReferencePictureSet	168	168	0	2	2	0	2	2	0	164	164	0	0 %	0 %	0 %	0 %	0 %	0 %
TAppEncTop::xWriteOutput	168	62	58	14	15	0	14	6	0	140	41	58	10.0694444444 %	8.33333333333 %	12.5 %	6.94444444444 %	8.33333333333 %	5.0 %
_dl_higher_prime_number	168	19	8	1	2	0	1	1	0	166	16	8	1.53846153846 %	0.595238095238 %	7.40740740741 %	1.02564102564 %	0.595238095238 %	3.7037037037 %
TComPTL::TComPTL	165	18	69	4	0	2	2	0	1	159	18	66	2.38095238095 %	2.42424242424 %	2.29885057471 %	1.19047619048 %	1.21212121212 %	1.14942528736 %
std::basic_filebuf<char,	164	56	48	16	2	2	15	0	2	133	54	44	7.46268656716 %	9.75609756098 %	3.84615384615 %	6.34328358209 %	9.14634146341 %	1.92307692308 %
std::__basic_file<char>::open	164	47	62	9	4	1	2	0	0	153	43	61	5.12820512821 %	5.48780487805 %	4.5871559633 %	0.732600732601 %	1.21951219512 %	0.0 %
std::string::append	162	58	46	10	1	0	5	0	0	147	57	46	4.13533834586 %	6.17283950617 %	0.961538461538 %	1.87969924812 %	3.08641975309 %	0.0 %
__mpn_construct_double	162	54	24	8	0	0	2	0	0	152	54	24	3.33333333333 %	4.93827160494 %	0.0 %	0.833333333333 %	1.23456790123 %	0.0 %
TComPrediction::destroy	162	20	73	5	0	0	5	0	0	152	20	73	1.96078431373 %	3.08641975309 %	0.0 %	1.96078431373 %	3.08641975309 %	0.0 %
TComPrediction::~TComPrediction	161	50	54	3	0	1	3	0	0	155	50	53	1.50943396226 %	1.86335403727 %	0.961538461538 %	1.1320754717 %	1.86335403727 %	0.0 %
std::__basic_file<char>::is_open	160	96	0	3	6	0	1	1	0	156	89	0	0 %	0 %	0 %	0 %	0 %	0 %
__divdi3@GLIBC_2.0	160	40	28	6	0	0	3	0	0	151	40	28	2.63157894737 %	3.75 %	0.0 %	1.31578947368 %	1.875 %	0.0 %
TComRPSList::destroy	159	58	44	5	16	1	5	14	0	149	28	43	8.42911877395 %	3.14465408805 %	16.6666666667 %	7.27969348659 %	3.14465408805 %	13.7254901961 %
std::basic_filebuf<char,	158	75	43	16	9	0	9	1	0	133	65	43	9.05797101449 %	10.1265822785 %	7.62711864407 %	3.6231884058 %	5.69620253165 %	0.847457627119 %
TEncSlice::xDetermineStartAndBoundingCtuTsAddr	156	66	72	10	0	0	10	0	0	136	66	72	3.40136054422 %	6.41025641026 %	0.0 %	3.40136054422 %	6.41025641026 %	0.0 %
std::basic_stringbuf<char,	156	51	48	6	3	2	5	1	0	145	47	46	4.3137254902 %	3.84615384615 %	5.05050505051 %	2.35294117647 %	3.20512820513 %	1.0101010101 %
__sigsetjmp	156	39	78	1	0	0	1	0	0	154	39	78	0.3663003663 %	0.641025641026 %	0.0 %	0.3663003663 %	0.641025641026 %	0.0 %
bool	155	60	45	4	6	0	1	0	0	150	54	45	3.84615384615 %	2.58064516129 %	5.71428571429 %	0.384615384615 %	0.645161290323 %	0.0 %
std::vector<int,	154	44	37	15	1	0	14	0	0	125	43	37	6.8085106383 %	9.74025974026 %	1.23456790123 %	5.95744680851 %	9.09090909091 %	0.0 %
std::basic_istream<char,	152	68	44	13	3	4	3	0	0	136	65	40	7.57575757576 %	8.55263157895 %	6.25 %	1.13636363636 %	1.97368421053 %	0.0 %
